community_id,size,n_paragraphs,n_documents,n_projects,project_spread,asset_top,asset_spread,commitment_share,junk_section_share,top_section,template_score,hazard_proximity,mean_cos_to_centroid,nearest_reference_id,nearest_reference_cos,verdict,verdict_reason,run_id,discovery_version
c0660,109,95,46,47,0.6714,access_connectivity,0.7897,0.2018,0.9541,Implementation Arrangements and Support Plan,0.2251,0.2466,0.7143,REF085,0.4514,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0458,108,83,29,30,0.4286,data_hosting,0.5716,0.0185,0.0833,Project Components,0.1333,0.4072,0.6709,REF036,0.6118,shortlist,,20260918T0131-7dd1a33,discover-1
c0519,107,93,49,46,0.6571,access_connectivity,0.0,0.0187,0.9813,Implementation Arrangements and Support Plan,0.2644,0.3514,0.7877,REF045,0.4928,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0734,107,104,61,44,0.6286,access_connectivity,0.3501,0.0654,0.1963,Project Development Objective,0.3182,0.2536,0.7617,REF046,0.5578,shortlist,,20260918T0131-7dd1a33,discover-1
c0743,107,106,46,43,0.6143,access_connectivity,0.8049,0.0,0.1963,Project Components,0.2249,0.4805,0.7138,REF029,0.5003,shortlist,,20260918T0131-7dd1a33,discover-1
c0192,106,106,50,45,0.6429,access_connectivity,0.823,0.0,0.4811,Fiduciary,0.2721,0.2915,0.7945,REF045,0.288,shortlist,,20260918T0131-7dd1a33,discover-1
c0213,106,99,57,53,0.7571,access_connectivity,0.5568,0.0,0.6698,Lessons Learned and Reflected in the Project Design,0.272,0.2826,0.6966,REF059,0.3277,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0237,106,98,41,39,0.5571,access_connectivity,0.8072,0.0,0.8774,Implementation Arrangements and Support Plan,0.2023,0.3133,0.7206,REF045,0.3398,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0239,105,74,37,30,0.4286,access_connectivity,0.6153,0.0381,0.381,Project Components,0.1852,0.3346,0.7307,REF045,0.3696,shortlist,,20260918T0131-7dd1a33,discover-1
c0614,105,90,49,47,0.6714,dpi,0.0,0.019,0.9714,Implementation Arrangements and Support Plan,0.27,0.2264,0.8045,REF045,0.4558,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0740,105,66,47,44,0.6286,dpi,0.8357,0.0,0.0571,Country Context,0.2282,0.2499,0.7089,REF012,0.2738,shortlist,,20260918T0131-7dd1a33,discover-1
c0532,104,91,52,53,0.7571,drm_ews,0.9602,0.1154,0.6442,Results Monitoring and Evaluation Arrangements,0.2631,0.3285,0.7388,REF057,0.4334,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0578,104,79,28,22,0.3143,dpi,0.5365,0.0288,0.4808,Lessons Learned and Reflected in the Project Design,0.1361,0.2953,0.7098,REF005,0.5508,shortlist,,20260918T0131-7dd1a33,discover-1
c0803,104,94,38,33,0.4714,access_connectivity,0.3362,0.0481,0.0769,Project Components,0.1896,0.2785,0.7286,REF087,0.5437,shortlist,,20260918T0131-7dd1a33,discover-1
c0228,103,102,55,50,0.7143,dpi,0.6976,0.0,0.2039,Project Components,0.2667,0.3708,0.708,REF036,0.3615,shortlist,,20260918T0131-7dd1a33,discover-1
c0813,102,99,43,40,0.5714,access_connectivity,0.7086,0.0,0.1275,Project Components,0.1938,0.3489,0.6579,REF076,0.5078,shortlist,,20260918T0131-7dd1a33,discover-1
c0297,101,98,53,50,0.7143,dpi,0.8086,0.0,0.2079,Sectoral and Institutional Context,0.2301,0.4212,0.6338,REF003,0.2902,shortlist,,20260918T0131-7dd1a33,discover-1
c0357,101,58,17,13,0.1857,dpi,0.6742,0.0297,0.1881,Project Components,0.0761,0.3185,0.6535,REF089,0.464,shortlist,,20260918T0131-7dd1a33,discover-1
c0390,101,71,35,33,0.4714,cybersecurity,0.9131,0.0,0.4356,Environmental and Social,0.1621,0.3281,0.676,REF031,0.3706,shortlist,,20260918T0131-7dd1a33,discover-1
c0604,101,73,52,44,0.6286,access_connectivity,0.9183,0.3564,0.9505,Implementation Arrangements and Support Plan,0.2539,0.2511,0.7128,REF085,0.3736,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0516,100,87,59,55,0.7857,dpi,1.0,0.01,0.99,Fiduciary,0.309,0.2794,0.7647,REF045,0.4631,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0816,100,72,28,20,0.2857,submarine_cable,0.8406,0.01,0.14,Sectoral and Institutional Context,0.1282,0.3587,0.6686,REF033,0.6098,shortlist,,20260918T0131-7dd1a33,discover-1
c0133,99,92,41,37,0.5286,access_connectivity,0.7299,0.0,0.5758,Implementation Arrangements and Support Plan,0.1703,0.3871,0.6066,REF023,0.3581,shortlist,,20260918T0131-7dd1a33,discover-1
c0436,99,76,45,41,0.5857,data_hosting,0.7351,0.101,0.0808,Project Components,0.2181,0.3348,0.7075,REF083,0.6599,shortlist,,20260918T0131-7dd1a33,discover-1
c0292,98,94,70,50,0.7143,access_connectivity,0.6552,0.1224,0.1837,Project Components,0.3582,0.2998,0.747,REF079,0.3437,shortlist,,20260918T0131-7dd1a33,discover-1
c0322,98,92,46,43,0.6143,cybersecurity,0.6473,0.0,0.0816,Project Components,0.2414,0.2987,0.7662,REF001,0.5365,shortlist,,20260918T0131-7dd1a33,discover-1
c0492,98,61,16,16,0.2286,access_connectivity,0.5856,0.0,0.2551,Relevance to Higher Level Objectives,0.0729,0.3998,0.6656,REF087,0.5476,shortlist,,20260918T0131-7dd1a33,discover-1
c0337,97,96,61,49,0.7,access_connectivity,0.7461,0.0,0.3711,Sectoral and Institutional Context,0.246,0.4206,0.5888,REF086,0.2621,shortlist,,20260918T0131-7dd1a33,discover-1
c0589,97,93,61,50,0.7143,access_connectivity,0.8661,0.3711,0.7526,Implementation Arrangements and Support Plan,0.3276,0.312,0.7841,REF045,0.3581,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0781,97,69,31,29,0.4143,dpi,0.7949,0.0,0.0206,Relevance to Higher Level Objectives,0.1574,0.2068,0.7411,REF056,0.4763,shortlist,,20260918T0131-7dd1a33,discover-1
c0817,97,82,40,39,0.5571,access_connectivity,0.7961,0.0,0.1546,Project Components,0.1847,0.3743,0.6743,REF037,0.6747,shortlist,,20260918T0131-7dd1a33,discover-1
c0378,96,89,48,48,0.6857,access_connectivity,0.3013,0.1667,0.0625,Relevance to Higher Level Objectives,0.2477,0.3026,0.7534,REF085,0.467,shortlist,,20260918T0131-7dd1a33,discover-1
c0608,96,81,54,44,0.6286,dpi,0.9212,0.2917,0.8333,Institutional and Implementation Arrangements,0.2846,0.2615,0.7694,REF079,0.3569,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0648,96,96,44,44,0.6286,drm_ews,0.7591,0.0,0.0417,Project Components,0.2323,0.682,0.771,REF036,0.6245,shortlist,,20260918T0131-7dd1a33,discover-1
c0694,96,83,56,48,0.6857,submarine_cable,0.0,0.0625,0.9062,Implementation Arrangements and Support Plan,0.2718,0.2436,0.7085,REF045,0.417,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0645,95,82,41,40,0.5714,access_connectivity,0.7781,0.0,0.0632,Country Context,0.2031,0.2888,0.7234,REF085,0.3615,shortlist,,20260918T0131-7dd1a33,discover-1
c0549,94,91,52,44,0.6286,dpi,0.9212,0.0213,0.7021,Implementation Arrangements and Support Plan,0.2838,0.3484,0.7968,REF005,0.3496,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0675,94,90,47,40,0.5714,access_connectivity,0.7915,0.0,0.1702,Sectoral and Institutional Context,0.2195,0.2285,0.6817,REF011,0.3054,shortlist,,20260918T0131-7dd1a33,discover-1
c0109,93,90,50,44,0.6286,access_connectivity,0.7983,0.0,0.6882,Implementation Arrangements and Support Plan,0.2599,0.3514,0.7588,REF048,0.2715,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0321,92,55,33,25,0.3571,dpi,0.6,0.1087,0.837,Institutional and Implementation Arrangements,0.1615,0.3011,0.7145,REF079,0.4071,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0353,92,80,44,42,0.6,cybersecurity,0.8103,0.0217,0.1957,Project Components,0.1942,0.3699,0.6443,REF016,0.499,shortlist,,20260918T0131-7dd1a33,discover-1
c0434,92,85,45,40,0.5714,dpi,0.8683,0.0,0.2935,Sectoral and Institutional Context,0.1939,0.3713,0.6291,REF075,0.4241,shortlist,,20260918T0131-7dd1a33,discover-1
c0591,92,82,41,38,0.5429,dpi,0.7816,0.0,0.2609,Project Components,0.189,0.3658,0.6729,REF011,0.5303,shortlist,,20260918T0131-7dd1a33,discover-1
c0808,92,82,34,31,0.4429,access_connectivity,0.3958,0.1196,0.1196,Project Components,0.1702,0.2884,0.7308,REF046,0.6148,shortlist,,20260918T0131-7dd1a33,discover-1
c0017,91,89,55,46,0.6571,dpi,0.822,0.0,0.4176,Sectoral and Institutional Context,0.3767,0.2384,1.0,REF053,0.2022,shortlist,,20260918T0131-7dd1a33,discover-1
c0733,91,76,24,23,0.3286,drm_ews,0.7568,0.0,0.0769,Project Components,0.1126,0.42,0.6847,REF054,0.4989,shortlist,,20260918T0131-7dd1a33,discover-1
c0099,90,90,68,56,0.8,access_connectivity,0.7855,0.0,0.0556,Project Components,0.3916,0.2767,0.8407,REF085,0.3716,shortlist,,20260918T0131-7dd1a33,discover-1
c0385,90,82,41,41,0.5857,access_connectivity,0.6952,0.0,0.0556,Project Components,0.1893,0.3505,0.6742,REF046,0.4107,shortlist,,20260918T0131-7dd1a33,discover-1
c0623,90,87,43,43,0.6143,drm_ews,0.7023,0.0,0.0556,Relevance to Higher Level Objectives,0.2297,0.6002,0.78,REF085,0.5422,shortlist,,20260918T0131-7dd1a33,discover-1
c0154,89,84,43,43,0.6143,access_connectivity,0.9439,0.0,0.764,KEY RISKS,0.2206,0.4448,0.749,REF030,0.3882,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0165,89,50,31,32,0.4571,access_connectivity,0.3868,0.0,0.7528,Environmental and Social,0.1361,0.5493,0.641,REF024,0.3588,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0235,89,60,29,26,0.3714,dpi,0.4754,0.0,0.0337,Sectoral and Institutional Context,0.1188,0.3238,0.5979,REF008,0.4416,shortlist,,20260918T0131-7dd1a33,discover-1
c0249,89,83,62,60,0.8571,access_connectivity,0.7587,0.4607,0.0449,Project Beneficiaries,0.3002,0.2584,0.7069,REF005,0.4166,shortlist,,20260918T0131-7dd1a33,discover-1
c0389,89,57,21,20,0.2857,dpi,0.7461,0.0,0.0562,Sectoral and Institutional Context,0.0922,0.2458,0.641,REF003,0.5691,shortlist,,20260918T0131-7dd1a33,discover-1
c0553,89,75,44,41,0.5857,dpi,1.0,0.0787,0.6067,Institutional and Implementation Arrangements,0.2273,0.3191,0.7541,REF053,0.3936,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0170,88,85,47,45,0.6429,drm_ews,0.7763,0.0114,0.875,KEY RISKS,0.2517,0.4795,0.7817,REF030,0.444,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0445,88,86,37,34,0.4857,access_connectivity,0.7764,0.0227,0.2386,RESULTS FRAMEWORK AND MONITORING,0.2095,0.3228,0.8269,REF036,0.4724,shortlist,,20260918T0131-7dd1a33,discover-1
c0598,88,69,43,39,0.5571,dpi,0.7302,0.0227,0.8182,Institutional and Implementation Arrangements,0.1965,0.2821,0.6673,REF030,0.3861,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0613,88,65,31,25,0.3571,drm_ews,0.7123,0.0341,0.4545,Environmental and Social,0.1546,0.3956,0.7283,REF011,0.4497,shortlist,,20260918T0131-7dd1a33,discover-1
c0273,87,66,12,13,0.1857,dpi,0.7654,0.046,0.1264,Sectoral and Institutional Context,0.0555,0.3216,0.6757,REF084,0.5192,shortlist,,20260918T0131-7dd1a33,discover-1
c0392,87,69,37,34,0.4857,drm_ews,0.8187,0.0115,0.0345,Sectoral and Institutional Context,0.1838,0.354,0.7254,REF054,0.6183,shortlist,,20260918T0131-7dd1a33,discover-1
c0536,87,83,38,35,0.5,dpi,0.6692,0.0,0.1379,Relevance to Higher Level Objectives,0.197,0.3211,0.7568,REF062,0.4572,shortlist,,20260918T0131-7dd1a33,discover-1
c0627,87,74,47,40,0.5714,dpi,0.932,0.069,0.8161,Institutional and Implementation Arrangements,0.2297,0.2185,0.7135,REF044,0.3524,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0778,87,75,41,31,0.4429,access_connectivity,0.596,0.046,0.4598,Project Development Objective,0.2098,0.23,0.7473,REF087,0.4617,shortlist,,20260918T0131-7dd1a33,discover-1
c0184,86,75,37,32,0.4571,access_connectivity,0.8787,0.2209,0.0,Project Components,0.1964,0.2087,0.7749,REF059,0.4556,shortlist,,20260918T0131-7dd1a33,discover-1
c0718,86,74,47,40,0.5714,dpi,1.0,0.0,0.9302,Implementation Arrangements and Support Plan,0.2286,0.3142,0.7101,REF066,0.368,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0810,86,77,37,33,0.4714,access_connectivity,0.7725,0.0581,0.0698,Project Components,0.1792,0.3049,0.7073,REF046,0.6552,shortlist,,20260918T0131-7dd1a33,discover-1
c0140,85,71,57,51,0.7286,access_connectivity,0.865,0.0471,0.9529,KEY RISKS,0.3173,0.405,0.8128,REF085,0.4291,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0049,84,83,42,39,0.5571,dpi,0.8587,0.0,0.4881,Implementation Arrangements and Support Plan,0.2477,0.2736,0.861,REF027,0.2681,shortlist,,20260918T0131-7dd1a33,discover-1
c0173,84,77,48,37,0.5286,access_connectivity,0.6152,0.0,0.619,DETAILED CHANGE(S),0.2362,0.4364,0.7185,REF030,0.4298,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0688,84,71,47,44,0.6286,cybersecurity,0.0,0.2738,1.0,Implementation Arrangements and Support Plan,0.2585,0.2256,0.8031,REF045,0.4706,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0793,84,84,51,33,0.4714,access_connectivity,0.6065,0.0119,0.5595,RESULTS FRAMEWORK AND MONITORING,0.2565,0.2814,0.7344,REF056,0.5111,shortlist,,20260918T0131-7dd1a33,discover-1
c0191,83,79,46,36,0.5143,access_connectivity,0.8392,0.0,0.5422,Results Monitoring and Evaluation Arrangements,0.2307,0.2945,0.7321,REF030,0.2619,shortlist,,20260918T0131-7dd1a33,discover-1
c0246,83,81,44,43,0.6143,dpi,0.7482,0.0,0.1928,Project Components,0.2265,0.346,0.7515,REF030,0.4218,shortlist,,20260918T0131-7dd1a33,discover-1
c0354,83,80,41,37,0.5286,access_connectivity,0.8409,0.012,0.1928,Project Components,0.222,0.381,0.7907,REF030,0.3627,shortlist,,20260918T0131-7dd1a33,discover-1
c0409,83,79,45,45,0.6429,access_connectivity,0.8228,0.0,0.1807,Project Components,0.218,0.285,0.7071,REF006,0.3272,shortlist,,20260918T0131-7dd1a33,discover-1
c0540,83,71,47,42,0.6,access_connectivity,0.6696,0.0964,0.5301,DETAILED CHANGE(S),0.2348,0.3893,0.7295,REF030,0.3994,shortlist,,20260918T0131-7dd1a33,discover-1
c0565,83,78,40,40,0.5714,drm_ews,0.6707,0.0,0.0361,Project Components,0.1912,0.6102,0.6977,REF016,0.6554,shortlist,,20260918T0131-7dd1a33,discover-1
c0579,83,69,48,43,0.6143,access_connectivity,0.0,0.2169,0.9639,Implementation Arrangements and Support Plan,0.2532,0.2394,0.7702,REF031,0.3469,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0761,83,81,40,39,0.5571,access_connectivity,0.5977,0.0,0.1446,"Technical, Economic and Financial Analysis",0.2021,0.2683,0.7375,REF061,0.6275,shortlist,,20260918T0131-7dd1a33,discover-1
c0050,82,82,7,7,0.1,access_connectivity,0.76,0.0,0.0122,Detailed Project Description,0.0432,0.2562,0.9001,REF086,0.2683,shortlist,,20260918T0131-7dd1a33,discover-1
c0307,82,79,44,46,0.6571,access_connectivity,0.7983,0.0122,0.1951,Project Components,0.1857,0.3994,0.6163,REF030,0.3761,shortlist,,20260918T0131-7dd1a33,discover-1
c0426,82,69,48,45,0.6429,access_connectivity,0.8669,0.0122,0.3415,Environmental and Social,0.2327,0.2927,0.7078,REF045,0.3933,shortlist,,20260918T0131-7dd1a33,discover-1
c0459,82,76,47,45,0.6429,dpi,0.8573,0.0,0.0366,Relevance to Higher Level Objectives,0.2335,0.3507,0.7254,REF046,0.3942,shortlist,,20260918T0131-7dd1a33,discover-1
c0562,82,51,20,22,0.3143,data_hosting,0.5991,0.061,0.0732,Project Components,0.0973,0.4103,0.7104,REF036,0.6437,shortlist,,20260918T0131-7dd1a33,discover-1
c0587,82,72,34,31,0.4429,access_connectivity,0.0,0.1707,0.9756,Implementation Arrangements and Support Plan,0.1759,0.2477,0.7555,REF085,0.3607,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0348,81,78,42,35,0.5,dpi,0.8006,0.3951,0.0741,Project Components,0.2159,0.3055,0.7504,REF046,0.4209,shortlist,,20260918T0131-7dd1a33,discover-1
c0527,81,77,41,41,0.5857,access_connectivity,0.7788,0.5556,0.037,Relevance to Higher Level Objectives,0.208,0.3079,0.7408,REF005,0.3744,shortlist,,20260918T0131-7dd1a33,discover-1
c0605,81,59,47,41,0.5857,dpi,0.0,0.037,0.9753,Implementation Arrangements and Support Plan,0.2317,0.2223,0.7199,REF085,0.357,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0634,81,63,41,38,0.5429,,0.0,0.1975,0.9753,Implementation Arrangements and Support Plan,0.2018,0.2659,0.7186,REF005,0.442,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0652,81,75,47,42,0.6,access_connectivity,0.0,0.0,0.9506,Implementation Arrangements and Support Plan,0.2353,0.3312,0.7309,REF085,0.3906,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0665,81,72,37,37,0.5286,dpi,0.9851,0.0,0.1111,Project Components,0.1834,0.2789,0.7237,REF011,0.5457,shortlist,,20260918T0131-7dd1a33,discover-1
c0114,80,73,23,19,0.2714,dpi,0.8867,0.0,0.3875,DESCRIPTION OF ADDITIONAL FINANCING,0.1108,0.3346,0.7035,REF066,0.3221,shortlist,,20260918T0131-7dd1a33,discover-1
c0295,80,80,44,42,0.6,dpi,0.7852,0.0,0.1125,Project Components,0.2727,0.2832,0.9049,REF030,0.3372,shortlist,,20260918T0131-7dd1a33,discover-1
c0414,80,79,48,39,0.5571,dpi,0.809,0.1875,0.1625,Project Components,0.2394,0.3024,0.7283,REF046,0.4475,shortlist,,20260918T0131-7dd1a33,discover-1
c0144,79,66,51,51,0.7286,dpi,0.0,0.0127,0.9367,KEY RISKS,0.2858,0.3342,0.8183,REF030,0.4067,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0234,79,75,46,44,0.6286,dpi,0.7494,0.0,0.1266,Project Components,0.2213,0.4349,0.7023,REF069,0.4376,shortlist,,20260918T0131-7dd1a33,discover-1
c0334,79,79,42,38,0.5429,dpi,0.9113,0.0,0.3544,Project Components,0.2066,0.3315,0.7183,REF061,0.2654,shortlist,,20260918T0131-7dd1a33,discover-1
c0722,79,69,41,40,0.5714,cybersecurity,0.0,0.6709,0.9494,Implementation Arrangements and Support Plan,0.2086,0.2402,0.7429,REF030,0.3518,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0805,79,70,33,30,0.4286,access_connectivity,0.4663,0.2532,0.1139,Project Components,0.1575,0.2938,0.6968,REF045,0.544,shortlist,,20260918T0131-7dd1a33,discover-1
c0264,78,73,52,44,0.6286,access_connectivity,0.8707,0.0,0.2308,Sectoral and Institutional Context,0.2298,0.4449,0.6452,REF086,0.3199,shortlist,,20260918T0131-7dd1a33,discover-1
c0684,78,73,53,48,0.6857,,0.0,0.359,1.0,Implementation Arrangements and Support Plan,0.3037,0.1843,0.8367,REF085,0.3001,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0755,78,56,31,27,0.3857,access_connectivity,0.4647,0.0,0.0897,Project Components,0.1503,0.3125,0.7081,REF043,0.6056,shortlist,,20260918T0131-7dd1a33,discover-1
c0004,77,77,41,39,0.5571,access_connectivity,0.8442,0.0,0.1558,Project Components,0.2689,0.1788,0.9575,REF027,0.1673,shortlist,,20260918T0131-7dd1a33,discover-1
c0425,77,74,46,38,0.5429,dpi,0.9025,0.013,0.3636,Project Components,0.2263,0.3538,0.7182,REF030,0.4012,shortlist,,20260918T0131-7dd1a33,discover-1
c0729,77,76,49,42,0.6,dpi,0.9181,0.0,0.2078,Project Development Objective,0.2197,0.1946,0.6546,REF075,0.3316,shortlist,,20260918T0131-7dd1a33,discover-1
c0736,77,59,40,39,0.5571,dpi,0.907,0.0,0.039,Sectoral and Institutional Context,0.1829,0.2647,0.6677,REF089,0.2783,shortlist,,20260918T0131-7dd1a33,discover-1
c0012,76,76,63,59,0.8429,drm_ews,0.9155,0.0,0.0658,GRIEVANCE REDRESS SERVICES,0.4082,0.232,0.946,REF065,0.2493,shortlist,,20260918T0131-7dd1a33,discover-1
c0071,76,73,33,26,0.3714,dpi,1.0,0.0,0.0789,DETAILED CHANGE(S),0.1574,0.2761,0.6964,REF005,0.3292,shortlist,,20260918T0131-7dd1a33,discover-1
c0126,76,74,42,29,0.4143,access_connectivity,0.8813,0.0,0.5132,DESCRIPTION OF PROPOSED CHANGES,0.2325,0.2639,0.8082,REF030,0.3913,shortlist,,20260918T0131-7dd1a33,discover-1
c0791,76,43,27,25,0.3571,mobile_towers,0.8252,0.0132,0.0132,Sectoral and Institutional Context,0.1184,0.2086,0.64,REF043,0.4979,shortlist,,20260918T0131-7dd1a33,discover-1
c0081,75,74,42,40,0.5714,access_connectivity,0.9098,0.0,0.4267,Project Components,0.2187,0.3357,0.7601,REF018,0.4213,shortlist,,20260918T0131-7dd1a33,discover-1
c0122,75,69,51,43,0.6143,dpi,0.8699,0.0,0.28,Project Development Objective,0.273,0.234,0.7815,REF027,0.3138,shortlist,,20260918T0131-7dd1a33,discover-1
c0136,75,73,39,36,0.5143,dpi,0.794,0.0,0.1867,Project Components,0.1779,0.357,0.666,REF052,0.4237,shortlist,,20260918T0131-7dd1a33,discover-1
c0190,75,74,46,35,0.5,access_connectivity,0.8674,0.0,0.3333,Implementation Arrangements and Support Plan,0.2355,0.3505,0.7476,REF027,0.2408,shortlist,,20260918T0131-7dd1a33,discover-1
c0326,75,70,47,46,0.6571,access_connectivity,0.9064,0.0,0.3333,Implementation Arrangements and Support Plan,0.1975,0.338,0.6136,REF023,0.2461,shortlist,,20260918T0131-7dd1a33,discover-1
c0460,75,69,37,36,0.5143,access_connectivity,0.8344,0.0,0.0933,"Technical, Economic and Financial Analysis",0.196,0.3212,0.7736,REF006,0.2826,shortlist,,20260918T0131-7dd1a33,discover-1
c0058,74,64,10,8,0.1143,cybersecurity,0.8962,0.0,0.0946,DETAILED CHANGE(S),0.056,0.2447,0.8177,REF030,0.3018,shortlist,,20260918T0131-7dd1a33,discover-1
c0721,74,64,38,33,0.4714,cybersecurity,0.9183,0.0,0.9054,Implementation Arrangements and Support Plan,0.187,0.2398,0.7186,REF066,0.3397,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0230,73,47,17,12,0.1714,dpi,0.2451,0.0274,0.0959,Detailed Project Description,0.0712,0.2698,0.6119,REF005,0.3787,shortlist,,20260918T0131-7dd1a33,discover-1
c0370,73,59,7,6,0.0857,drm_ews,0.6908,0.0,0.1096,Detailed Project Description,0.0345,0.32,0.7191,REF056,0.7438,shortlist,,20260918T0131-7dd1a33,discover-1
c0469,73,51,29,28,0.4,cybersecurity,0.5642,0.0,0.1644,Project Components,0.1385,0.3044,0.6975,REF063,0.5147,shortlist,,20260918T0131-7dd1a33,discover-1
c0539,73,62,35,34,0.4857,dpi,0.8991,0.0,0.0411,Country Context,0.1464,0.2526,0.6109,REF005,0.2298,shortlist,,20260918T0131-7dd1a33,discover-1
c0542,73,72,46,34,0.4857,access_connectivity,0.9212,0.0274,0.6849,Implementation Arrangements and Support Plan,0.2461,0.3681,0.7811,REF030,0.4004,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0052,72,72,23,23,0.3286,dpi,0.8428,0.0,0.3194,Timelines and Additional Details of Project Activities,0.1473,0.1836,0.9348,REF069,0.1434,shortlist,,20260918T0131-7dd1a33,discover-1
c0120,72,72,45,34,0.4857,dpi,0.7192,0.0,0.1528,Project Components,0.2643,0.3418,0.8577,REF005,0.3058,shortlist,,20260918T0131-7dd1a33,discover-1
c0258,72,71,44,41,0.5857,dpi,0.8824,0.0,0.25,Project Components,0.2158,0.3946,0.7162,REF076,0.3335,shortlist,,20260918T0131-7dd1a33,discover-1
c0601,72,47,31,23,0.3286,drm_ews,0.6976,0.0139,0.0694,World Bank Group Response to COVID-19 in Ethiopia,0.1529,0.3041,0.7201,REF005,0.4735,shortlist,,20260918T0131-7dd1a33,discover-1
c0022,71,70,26,24,0.3429,dpi,0.8561,0.0,0.2254,Project Components,0.1546,0.2059,0.8682,REF023,0.1698,shortlist,,20260918T0131-7dd1a33,discover-1
c0236,71,69,31,28,0.4,access_connectivity,0.8247,0.0,0.7042,Implementation Arrangements and Support Plan,0.1657,0.2991,0.7804,REF079,0.2977,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0333,71,70,26,23,0.3286,dpi,0.7612,0.0,0.4789,Project Components,0.1474,0.2892,0.8274,REF030,0.3363,shortlist,,20260918T0131-7dd1a33,discover-1
c0629,71,66,40,41,0.5857,drm_ews,0.4758,0.5211,0.169,Relevance to Higher Level Objectives,0.2097,0.4772,0.7653,REF085,0.5491,shortlist,,20260918T0131-7dd1a33,discover-1
c0063,70,64,52,45,0.6429,access_connectivity,0.5303,0.0,0.1714,Results Chain,0.2612,0.296,0.7334,REF030,0.3641,shortlist,,20260918T0131-7dd1a33,discover-1
c0209,70,67,41,39,0.5571,access_connectivity,0.7883,0.0,0.1857,Sectoral and Institutional Context,0.1776,0.3999,0.6324,REF038,0.2757,shortlist,,20260918T0131-7dd1a33,discover-1
c0710,70,61,18,13,0.1857,dpi,0.3106,0.0,0.1429,Sectoral and Institutional Context,0.0854,0.2462,0.6931,REF068,0.6531,shortlist,,20260918T0131-7dd1a33,discover-1
c0169,69,67,40,40,0.5714,access_connectivity,0.5726,0.0,0.7826,KEY RISKS,0.2077,0.4894,0.758,REF030,0.5008,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0189,68,59,49,38,0.5429,dpi,1.0,0.1324,0.6471,Implementation Arrangements and Support Plan,0.2395,0.2999,0.7136,REF030,0.3768,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0620,68,64,29,25,0.3571,access_connectivity,0.9397,0.0,0.6912,Implementation Arrangements and Support Plan,0.1298,0.3454,0.6534,REF049,0.3221,junk,junk_section_share>=0.6,20260918T0131-7dd1a33,discover-1
c0758,68,57,33,32,0.4571,cybersecurity,0.8163,0.0294,0.1029,Project Components,0.1778,0.2302,0.7868,REF086,0.4697,shortlist,,20260918T0131-7dd1a33,discover-1
c0786,68,67,41,37,0.5286,access_connectivity,0.8493,0.0,0.1912,Project Components,0.2184,0.3006,0.7777,REF042,0.4788,shortlist,,20260918T0131-7dd1a33,discover-1
