variant,package_key,package_id,project_id,description_lang,category,status,resolution,asset_class,group,term_len
clean,P171034|ET-MINT-286361-GO-RFQ,ET-MINT-286361-GO-RFQ,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,
deglued,P171034|ET-MINT-286361-GO-RFQ,ET-MINT-286361-GO-RFQ,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,
match_key,P171034|ET-MINT-286361-GO-RFQ,ET-MINT-286361-GO-RFQ,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,6
clean,P171034|ET-MINT-288456-CS-QCBS,ET-MINT-288456-CS-QCBS,P171034,en,consultant_services,signed,fine,data_hosting,data_and_hosting,
deglued,P171034|ET-MINT-288456-CS-QCBS,ET-MINT-288456-CS-QCBS,P171034,en,consultant_services,signed,fine,data_hosting,data_and_hosting,
match_key,P171034|ET-MINT-288456-CS-QCBS,ET-MINT-288456-CS-QCBS,P171034,en,consultant_services,signed,fine,data_hosting,data_and_hosting,5
clean,P171034|ET-MINT-296844-GO-RFB,ET-MINT-296844-GO-RFB,P171034,en,goods,signed,unresolved,,,
deglued,P171034|ET-MINT-296844-GO-RFB,ET-MINT-296844-GO-RFB,P171034,en,goods,signed,unresolved,,,
match_key,P171034|ET-MINT-296844-GO-RFB,ET-MINT-296844-GO-RFB,P171034,en,goods,signed,unresolved,,,0
clean,P171034|ET-MINT-297123-CS-INDV,ET-MINT-297123-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-297123-CS-INDV,ET-MINT-297123-CS-INDV,P171034,en,consultant_services,signed,fine,dpi,platform,
match_key,P171034|ET-MINT-297123-CS-INDV,ET-MINT-297123-CS-INDV,P171034,en,consultant_services,signed,fine,dpi,platform,10
clean,P171034|ET-MINT-297978-CS-INDV,ET-MINT-297978-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-297978-CS-INDV,ET-MINT-297978-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-297978-CS-INDV,ET-MINT-297978-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-298918-GO-RFQ,ET-MINT-298918-GO-RFQ,P171034,en,goods,signed,unresolved,,,
deglued,P171034|ET-MINT-298918-GO-RFQ,ET-MINT-298918-GO-RFQ,P171034,en,goods,signed,unresolved,,,
match_key,P171034|ET-MINT-298918-GO-RFQ,ET-MINT-298918-GO-RFQ,P171034,en,goods,signed,unresolved,,,0
clean,P171034|ET-MINT-298920-GO-RFQ,ET-MINT-298920-GO-RFQ,P171034,en,goods,signed,coarse,,platform,
deglued,P171034|ET-MINT-298920-GO-RFQ,ET-MINT-298920-GO-RFQ,P171034,en,goods,signed,coarse,,platform,
match_key,P171034|ET-MINT-298920-GO-RFQ,ET-MINT-298920-GO-RFQ,P171034,en,goods,signed,coarse,,platform,11
clean,P171034|ET-MINT-299205-GO-RFQ,ET-MINT-299205-GO-RFQ,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,
deglued,P171034|ET-MINT-299205-GO-RFQ,ET-MINT-299205-GO-RFQ,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,
match_key,P171034|ET-MINT-299205-GO-RFQ,ET-MINT-299205-GO-RFQ,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,6
clean,P171034|ET-MINT-301263-CS-INDV,ET-MINT-301263-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-301263-CS-INDV,ET-MINT-301263-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-301263-CS-INDV,ET-MINT-301263-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-307528-CS-QCBS,ET-MINT-307528-CS-QCBS,P171034,en,consultant_services,signed,fine,dpi,platform,
deglued,P171034|ET-MINT-307528-CS-QCBS,ET-MINT-307528-CS-QCBS,P171034,en,consultant_services,signed,fine,dpi,platform,
match_key,P171034|ET-MINT-307528-CS-QCBS,ET-MINT-307528-CS-QCBS,P171034,en,consultant_services,signed,fine,cybersecurity,platform,3
clean,P171034|ET-MINT-307532-CS-QCBS,ET-MINT-307532-CS-QCBS,P171034,en,consultant_services,unknown,fine,access_connectivity,platform,
deglued,P171034|ET-MINT-307532-CS-QCBS,ET-MINT-307532-CS-QCBS,P171034,en,consultant_services,unknown,fine,access_connectivity,platform,
match_key,P171034|ET-MINT-307532-CS-QCBS,ET-MINT-307532-CS-QCBS,P171034,en,consultant_services,unknown,fine,access_connectivity,platform,15
clean,P171034|ET-MINT-307546-NC-RFB,ET-MINT-307546-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,
deglued,P171034|ET-MINT-307546-NC-RFB,ET-MINT-307546-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,
match_key,P171034|ET-MINT-307546-NC-RFB,ET-MINT-307546-NC-RFB,P171034,en,non_consulting_services,signed,fine,drm_ews,platform,3
clean,P171034|ET-MINT-307547-GO-RFQ,ET-MINT-307547-GO-RFQ,P171034,en,goods,planned,unresolved,,,
deglued,P171034|ET-MINT-307547-GO-RFQ,ET-MINT-307547-GO-RFQ,P171034,en,goods,planned,unresolved,,,
match_key,P171034|ET-MINT-307547-GO-RFQ,ET-MINT-307547-GO-RFQ,P171034,en,goods,planned,unresolved,,,0
clean,P171034|ET-MINT-309295-CS-QCBS,ET-MINT-309295-CS-QCBS,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-309295-CS-QCBS,ET-MINT-309295-CS-QCBS,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-309295-CS-QCBS,ET-MINT-309295-CS-QCBS,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-311777-NC-RFB,ET-MINT-311777-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,
deglued,P171034|ET-MINT-311777-NC-RFB,ET-MINT-311777-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,
match_key,P171034|ET-MINT-311777-NC-RFB,ET-MINT-311777-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,0
clean,P171034|ET-MINT-312087-GO-RFB,ET-MINT-312087-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
deglued,P171034|ET-MINT-312087-GO-RFB,ET-MINT-312087-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
match_key,P171034|ET-MINT-312087-GO-RFB,ET-MINT-312087-GO-RFB,P171034,en,goods,cancelled,unresolved,,,0
clean,P171034|ET-MINT-320079-CS-QCBS,ET-MINT-320079-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-320079-CS-QCBS,ET-MINT-320079-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-320079-CS-QCBS,ET-MINT-320079-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-324775-CS-INDV,ET-MINT-324775-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-324775-CS-INDV,ET-MINT-324775-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-324775-CS-INDV,ET-MINT-324775-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-324779-CS-INDV,ET-MINT-324779-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-324779-CS-INDV,ET-MINT-324779-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-324779-CS-INDV,ET-MINT-324779-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-326790-CS-INDV,ET-MINT-326790-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-326790-CS-INDV,ET-MINT-326790-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-326790-CS-INDV,ET-MINT-326790-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-326792-CS-INDV,ET-MINT-326792-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-326792-CS-INDV,ET-MINT-326792-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-326792-CS-INDV,ET-MINT-326792-CS-INDV,P171034,en,consultant_services,signed,fine,cybersecurity,platform,3
clean,P171034|ET-MINT-326794-CS-INDV,ET-MINT-326794-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-326794-CS-INDV,ET-MINT-326794-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-326794-CS-INDV,ET-MINT-326794-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-327950-CS-INDV,ET-MINT-327950-CS-INDV,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-327950-CS-INDV,ET-MINT-327950-CS-INDV,P171034,en,consultant_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-327950-CS-INDV,ET-MINT-327950-CS-INDV,P171034,en,consultant_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-327952-CS-INDV,ET-MINT-327952-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-327952-CS-INDV,ET-MINT-327952-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-327952-CS-INDV,ET-MINT-327952-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-327953-CS-INDV,ET-MINT-327953-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-327953-CS-INDV,ET-MINT-327953-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-327953-CS-INDV,ET-MINT-327953-CS-INDV,P171034,en,consultant_services,signed,fine,cybersecurity,platform,3
clean,P171034|ET-MINT-328202-CS-CDS,ET-MINT-328202-CS-CDS,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-328202-CS-CDS,ET-MINT-328202-CS-CDS,P171034,en,consultant_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-328202-CS-CDS,ET-MINT-328202-CS-CDS,P171034,en,consultant_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-328203-CS-CDS,ET-MINT-328203-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-328203-CS-CDS,ET-MINT-328203-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-328203-CS-CDS,ET-MINT-328203-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-328204-CS-CDS,ET-MINT-328204-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-328204-CS-CDS,ET-MINT-328204-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-328204-CS-CDS,ET-MINT-328204-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-328205-CS-INDV,ET-MINT-328205-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-328205-CS-INDV,ET-MINT-328205-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-328205-CS-INDV,ET-MINT-328205-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-328206-CS-INDV,ET-MINT-328206-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-328206-CS-INDV,ET-MINT-328206-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-328206-CS-INDV,ET-MINT-328206-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-328207-CS-INDV,ET-MINT-328207-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-328207-CS-INDV,ET-MINT-328207-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-328207-CS-INDV,ET-MINT-328207-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-329831-CS-INDV,ET-MINT-329831-CS-INDV,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-329831-CS-INDV,ET-MINT-329831-CS-INDV,P171034,en,consultant_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-329831-CS-INDV,ET-MINT-329831-CS-INDV,P171034,en,consultant_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-330745-CS-INDV,ET-MINT-330745-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-330745-CS-INDV,ET-MINT-330745-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-330745-CS-INDV,ET-MINT-330745-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-345230-CS-QCBS,ET-MINT-345230-CS-QCBS,P171034,en,consultant_services,cancelled,coarse,,platform,
deglued,P171034|ET-MINT-345230-CS-QCBS,ET-MINT-345230-CS-QCBS,P171034,en,consultant_services,cancelled,coarse,,platform,
match_key,P171034|ET-MINT-345230-CS-QCBS,ET-MINT-345230-CS-QCBS,P171034,en,consultant_services,cancelled,coarse,,platform,8
clean,P171034|ET-MINT-345377-CS-QCBS,ET-MINT-345377-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-345377-CS-QCBS,ET-MINT-345377-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-345377-CS-QCBS,ET-MINT-345377-CS-QCBS,P171034,en,consultant_services,cancelled,fine,drm_ews,platform,3
clean,P171034|ET-MINT-345379-GO-RFB,ET-MINT-345379-GO-RFB,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,
deglued,P171034|ET-MINT-345379-GO-RFB,ET-MINT-345379-GO-RFB,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,
match_key,P171034|ET-MINT-345379-GO-RFB,ET-MINT-345379-GO-RFB,P171034,en,goods,cancelled,fine,data_hosting,data_and_hosting,10
clean,P171034|ET-MINT-345383-GO-RFB,ET-MINT-345383-GO-RFB,P171034,en,goods,signed,fine,data_hosting,data_and_hosting,
deglued,P171034|ET-MINT-345383-GO-RFB,ET-MINT-345383-GO-RFB,P171034,en,goods,signed,fine,data_hosting,data_and_hosting,
match_key,P171034|ET-MINT-345383-GO-RFB,ET-MINT-345383-GO-RFB,P171034,en,goods,signed,fine,data_hosting,data_and_hosting,10
clean,P171034|ET-MINT-345387-NC-RFB,ET-MINT-345387-NC-RFB,P171034,en,non_consulting_services,planned,coarse,,telecom,
deglued,P171034|ET-MINT-345387-NC-RFB,ET-MINT-345387-NC-RFB,P171034,en,non_consulting_services,planned,coarse,,telecom,
match_key,P171034|ET-MINT-345387-NC-RFB,ET-MINT-345387-NC-RFB,P171034,en,non_consulting_services,planned,coarse,,telecom,7
clean,P171034|ET-MINT-345419-GO-RFB,ET-MINT-345419-GO-RFB,P171034,en,goods,signed,unresolved,,,
deglued,P171034|ET-MINT-345419-GO-RFB,ET-MINT-345419-GO-RFB,P171034,en,goods,signed,unresolved,,,
match_key,P171034|ET-MINT-345419-GO-RFB,ET-MINT-345419-GO-RFB,P171034,en,goods,signed,fine,dpi,platform,3
clean,P171034|ET-MINT-345420-CS-QCBS,ET-MINT-345420-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-345420-CS-QCBS,ET-MINT-345420-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-345420-CS-QCBS,ET-MINT-345420-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-345421-GO-RFB,ET-MINT-345421-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
deglued,P171034|ET-MINT-345421-GO-RFB,ET-MINT-345421-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
match_key,P171034|ET-MINT-345421-GO-RFB,ET-MINT-345421-GO-RFB,P171034,en,goods,cancelled,unresolved,,,0
clean,P171034|ET-MINT-345612-CS-QCBS,ET-MINT-345612-CS-QCBS,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-345612-CS-QCBS,ET-MINT-345612-CS-QCBS,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-345612-CS-QCBS,ET-MINT-345612-CS-QCBS,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-345619-GO-RFB,ET-MINT-345619-GO-RFB,P171034,en,goods,unknown,unresolved,,,
deglued,P171034|ET-MINT-345619-GO-RFB,ET-MINT-345619-GO-RFB,P171034,en,goods,unknown,unresolved,,,
match_key,P171034|ET-MINT-345619-GO-RFB,ET-MINT-345619-GO-RFB,P171034,en,goods,unknown,fine,drm_ews,platform,3
clean,P171034|ET-MINT-345621-GO-RFB,ET-MINT-345621-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
deglued,P171034|ET-MINT-345621-GO-RFB,ET-MINT-345621-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
match_key,P171034|ET-MINT-345621-GO-RFB,ET-MINT-345621-GO-RFB,P171034,en,goods,cancelled,unresolved,,,0
clean,P171034|ET-MINT-345634-CS-INDV,ET-MINT-345634-CS-INDV,P171034,en,consultant_services,cancelled,fine,access_connectivity,platform,
deglued,P171034|ET-MINT-345634-CS-INDV,ET-MINT-345634-CS-INDV,P171034,en,consultant_services,cancelled,fine,access_connectivity,platform,
match_key,P171034|ET-MINT-345634-CS-INDV,ET-MINT-345634-CS-INDV,P171034,en,consultant_services,cancelled,fine,access_connectivity,platform,15
clean,P171034|ET-MINT-345635-CS-QCBS,ET-MINT-345635-CS-QCBS,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-345635-CS-QCBS,ET-MINT-345635-CS-QCBS,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-345635-CS-QCBS,ET-MINT-345635-CS-QCBS,P171034,en,consultant_services,unknown,coarse,,telecom,7
clean,P171034|ET-MINT-345636-GO-RFB,ET-MINT-345636-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
deglued,P171034|ET-MINT-345636-GO-RFB,ET-MINT-345636-GO-RFB,P171034,en,goods,cancelled,fine,mobile_towers,telecom,
match_key,P171034|ET-MINT-345636-GO-RFB,ET-MINT-345636-GO-RFB,P171034,en,goods,cancelled,fine,mobile_towers,telecom,13
clean,P171034|ET-MINT-345637-CS-CDS,ET-MINT-345637-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-345637-CS-CDS,ET-MINT-345637-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-345637-CS-CDS,ET-MINT-345637-CS-CDS,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-345638-CS-INDV,ET-MINT-345638-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-345638-CS-INDV,ET-MINT-345638-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-345638-CS-INDV,ET-MINT-345638-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-346845-GO-RFB,ET-MINT-346845-GO-RFB,P171034,en,goods,signed,fine,data_hosting,data_and_hosting,
deglued,P171034|ET-MINT-346845-GO-RFB,ET-MINT-346845-GO-RFB,P171034,en,goods,signed,fine,data_hosting,data_and_hosting,
match_key,P171034|ET-MINT-346845-GO-RFB,ET-MINT-346845-GO-RFB,P171034,en,goods,signed,fine,data_hosting,data_and_hosting,10
clean,P171034|ET-MINT-346849-GO-RFB,ET-MINT-346849-GO-RFB,P171034,en,goods,cancelled,coarse,,platform,
deglued,P171034|ET-MINT-346849-GO-RFB,ET-MINT-346849-GO-RFB,P171034,en,goods,cancelled,coarse,,platform,
match_key,P171034|ET-MINT-346849-GO-RFB,ET-MINT-346849-GO-RFB,P171034,en,goods,cancelled,coarse,,platform,11
clean,P171034|ET-MINT-346868-CS-QCBS,ET-MINT-346868-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-346868-CS-QCBS,ET-MINT-346868-CS-QCBS,P171034,en,consultant_services,cancelled,fine,dpi,platform,
match_key,P171034|ET-MINT-346868-CS-QCBS,ET-MINT-346868-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-346871-GO-RFB,ET-MINT-346871-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
deglued,P171034|ET-MINT-346871-GO-RFB,ET-MINT-346871-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
match_key,P171034|ET-MINT-346871-GO-RFB,ET-MINT-346871-GO-RFB,P171034,en,goods,cancelled,fine,access_connectivity,platform,3
clean,P171034|ET-MINT-346889-CS-QCBS,ET-MINT-346889-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-346889-CS-QCBS,ET-MINT-346889-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-346889-CS-QCBS,ET-MINT-346889-CS-QCBS,P171034,en,consultant_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-346902-GO-RFB,ET-MINT-346902-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
deglued,P171034|ET-MINT-346902-GO-RFB,ET-MINT-346902-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
match_key,P171034|ET-MINT-346902-GO-RFB,ET-MINT-346902-GO-RFB,P171034,en,goods,cancelled,unresolved,,,0
clean,P171034|ET-MINT-347469-CS-INDV,ET-MINT-347469-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-347469-CS-INDV,ET-MINT-347469-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-347469-CS-INDV,ET-MINT-347469-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-348049-NC-RFB,ET-MINT-348049-NC-RFB,P171034,en,non_consulting_services,cancelled,unresolved,,,
deglued,P171034|ET-MINT-348049-NC-RFB,ET-MINT-348049-NC-RFB,P171034,en,non_consulting_services,cancelled,unresolved,,,
match_key,P171034|ET-MINT-348049-NC-RFB,ET-MINT-348049-NC-RFB,P171034,en,non_consulting_services,cancelled,unresolved,,,0
clean,P171034|ET-MINT-354184-NC-RFB,ET-MINT-354184-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,
deglued,P171034|ET-MINT-354184-NC-RFB,ET-MINT-354184-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,
match_key,P171034|ET-MINT-354184-NC-RFB,ET-MINT-354184-NC-RFB,P171034,en,non_consulting_services,signed,unresolved,,,0
clean,P171034|ET-MINT-362721-CS-INDV,ET-MINT-362721-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
deglued,P171034|ET-MINT-362721-CS-INDV,ET-MINT-362721-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,
match_key,P171034|ET-MINT-362721-CS-INDV,ET-MINT-362721-CS-INDV,P171034,en,consultant_services,unknown,unresolved,,,0
clean,P171034|ET-MINT-362726-CS-INDV,ET-MINT-362726-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
deglued,P171034|ET-MINT-362726-CS-INDV,ET-MINT-362726-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
match_key,P171034|ET-MINT-362726-CS-INDV,ET-MINT-362726-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,15
clean,P171034|ET-MINT-362728-CS-INDV,ET-MINT-362728-CS-INDV,P171034,en,consultant_services,signed,fine,dpi,platform,
deglued,P171034|ET-MINT-362728-CS-INDV,ET-MINT-362728-CS-INDV,P171034,en,consultant_services,signed,fine,dpi,platform,
match_key,P171034|ET-MINT-362728-CS-INDV,ET-MINT-362728-CS-INDV,P171034,en,consultant_services,signed,fine,dpi,platform,15
clean,P171034|ET-MINT-362729-CS-INDV,ET-MINT-362729-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
deglued,P171034|ET-MINT-362729-CS-INDV,ET-MINT-362729-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
match_key,P171034|ET-MINT-362729-CS-INDV,ET-MINT-362729-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,15
clean,P171034|ET-MINT-362730-CS-INDV,ET-MINT-362730-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
deglued,P171034|ET-MINT-362730-CS-INDV,ET-MINT-362730-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
match_key,P171034|ET-MINT-362730-CS-INDV,ET-MINT-362730-CS-INDV,P171034,en,consultant_services,unknown,fine,cybersecurity,platform,3
clean,P171034|ET-MINT-362731-CS-INDV,ET-MINT-362731-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
deglued,P171034|ET-MINT-362731-CS-INDV,ET-MINT-362731-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,
match_key,P171034|ET-MINT-362731-CS-INDV,ET-MINT-362731-CS-INDV,P171034,en,consultant_services,unknown,fine,dpi,platform,15
clean,P171034|ET-MINT-369887-GO-RFB,ET-MINT-369887-GO-RFB,P171034,en,goods,cancelled,fine,fiber,telecom,
deglued,P171034|ET-MINT-369887-GO-RFB,ET-MINT-369887-GO-RFB,P171034,en,goods,cancelled,fine,fiber,telecom,
match_key,P171034|ET-MINT-369887-GO-RFB,ET-MINT-369887-GO-RFB,P171034,en,goods,cancelled,fine,fiber,telecom,8
clean,P171034|ET-MINT-373030-CS-INDV,ET-MINT-373030-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-373030-CS-INDV,ET-MINT-373030-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
match_key,P171034|ET-MINT-373030-CS-INDV,ET-MINT-373030-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,0
clean,P171034|ET-MINT-377057-GO-RFB,ET-MINT-377057-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
deglued,P171034|ET-MINT-377057-GO-RFB,ET-MINT-377057-GO-RFB,P171034,en,goods,cancelled,unresolved,,,
match_key,P171034|ET-MINT-377057-GO-RFB,ET-MINT-377057-GO-RFB,P171034,en,goods,cancelled,unresolved,,,0
clean,P171034|ET-MINT-377058-GO-RFB,ET-MINT-377058-GO-RFB,P171034,en,goods,cancelled,fine,fiber,telecom,
deglued,P171034|ET-MINT-377058-GO-RFB,ET-MINT-377058-GO-RFB,P171034,en,goods,cancelled,fine,fiber,telecom,
match_key,P171034|ET-MINT-377058-GO-RFB,ET-MINT-377058-GO-RFB,P171034,en,goods,cancelled,fine,fiber,telecom,8
clean,P171034|ET-MINT-377059-CS-INDV,ET-MINT-377059-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
deglued,P171034|ET-MINT-377059-CS-INDV,ET-MINT-377059-CS-INDV,P171034,en,consultant_services,signed,unresolved,,,
