variant,package_key,package_id,project_id,description_lang,category,status,resolution,asset_class,group,term_len
deglued,P176317|PH-DICT-562841-CW-RFB,PH-DICT-562841-CW-RFB,P176317,en,works,unknown,fine,fiber,telecom,
match_key,P176317|PH-DICT-562841-CW-RFB,PH-DICT-562841-CW-RFB,P176317,en,works,unknown,fine,fiber,telecom,5
clean,P176317|PH-DICT-562842-CW-RFB,PH-DICT-562842-CW-RFB,P176317,en,works,unknown,fine,fiber,telecom,
deglued,P176317|PH-DICT-562842-CW-RFB,PH-DICT-562842-CW-RFB,P176317,en,works,unknown,fine,fiber,telecom,
match_key,P176317|PH-DICT-562842-CW-RFB,PH-DICT-562842-CW-RFB,P176317,en,works,unknown,fine,fiber,telecom,5
clean,P176317|PH-DICT-566516-CS-INDV,PH-DICT-566516-CS-INDV,P176317,en,consultant_services,unknown,unresolved,,,
deglued,P176317|PH-DICT-566516-CS-INDV,PH-DICT-566516-CS-INDV,P176317,en,consultant_services,unknown,unresolved,,,
match_key,P176317|PH-DICT-566516-CS-INDV,PH-DICT-566516-CS-INDV,P176317,en,consultant_services,unknown,unresolved,,,0
clean,P176317|PH-DICT-566517-CS-INDV,PH-DICT-566517-CS-INDV,P176317,pt,consultant_services,unknown,unresolved,,,
deglued,P176317|PH-DICT-566517-CS-INDV,PH-DICT-566517-CS-INDV,P176317,pt,consultant_services,unknown,unresolved,,,
match_key,P176317|PH-DICT-566517-CS-INDV,PH-DICT-566517-CS-INDV,P176317,pt,consultant_services,unknown,unresolved,,,0
clean,P176317|PH-DICT-572070-CS-INDV,PH-DICT-572070-CS-INDV,P176317,en,consultant_services,planned,unresolved,,,
deglued,P176317|PH-DICT-572070-CS-INDV,PH-DICT-572070-CS-INDV,P176317,en,consultant_services,planned,unresolved,,,
match_key,P176317|PH-DICT-572070-CS-INDV,PH-DICT-572070-CS-INDV,P176317,en,consultant_services,planned,unresolved,,,0
clean,P176317|PH-DICT-572420-NC-RFB,PH-DICT-572420-NC-RFB,P176317,en,non_consulting_services,planned,fine,fiber,telecom,
deglued,P176317|PH-DICT-572420-NC-RFB,PH-DICT-572420-NC-RFB,P176317,en,non_consulting_services,planned,fine,fiber,telecom,
match_key,P176317|PH-DICT-572420-NC-RFB,PH-DICT-572420-NC-RFB,P176317,en,non_consulting_services,planned,fine,fiber,telecom,5
clean,P176396|BI-PAFEN-PIU-1131-CS-CQS,BI-PAFEN-PIU-1131-CS-CQS,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-1131-CS-CQS,BI-PAFEN-PIU-1131-CS-CQS,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-1131-CS-CQS,BI-PAFEN-PIU-1131-CS-CQS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-1138-GO-RFQ,BI-PAFEN-PIU-1138-GO-RFQ,P176396,fr,goods,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-1138-GO-RFQ,BI-PAFEN-PIU-1138-GO-RFQ,P176396,fr,goods,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-1138-GO-RFQ,BI-PAFEN-PIU-1138-GO-RFQ,P176396,fr,goods,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-1222-CS-INDV,BI-PAFEN-PIU-1222-CS-INDV,P176396,fr,consultant_services,signed,coarse,,data_and_hosting,
deglued,P176396|BI-PAFEN-PIU-1222-CS-INDV,BI-PAFEN-PIU-1222-CS-INDV,P176396,fr,consultant_services,signed,coarse,,data_and_hosting,
match_key,P176396|BI-PAFEN-PIU-1222-CS-INDV,BI-PAFEN-PIU-1222-CS-INDV,P176396,fr,consultant_services,signed,coarse,,data_and_hosting,12
clean,P176396|BI-PAFEN-PIU-1223-CS-INDV,BI-PAFEN-PIU-1223-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-1223-CS-INDV,BI-PAFEN-PIU-1223-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-1223-CS-INDV,BI-PAFEN-PIU-1223-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2418-CS-QCBS,BI-PAFEN-PIU-2418-CS-QCBS,P176396,fr,consultant_services,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2418-CS-QCBS,BI-PAFEN-PIU-2418-CS-QCBS,P176396,fr,consultant_services,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2418-CS-QCBS,BI-PAFEN-PIU-2418-CS-QCBS,P176396,fr,consultant_services,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2419-CS-CQS,BI-PAFEN-PIU-2419-CS-CQS,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2419-CS-CQS,BI-PAFEN-PIU-2419-CS-CQS,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2419-CS-CQS,BI-PAFEN-PIU-2419-CS-CQS,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2432-CS-QCBS,BI-PAFEN-PIU-2432-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2432-CS-QCBS,BI-PAFEN-PIU-2432-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2432-CS-QCBS,BI-PAFEN-PIU-2432-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2445-CS-INDV,BI-PAFEN-PIU-2445-CS-INDV,P176396,fr,consultant_services,cancelled,coarse,,data_and_hosting,
deglued,P176396|BI-PAFEN-PIU-2445-CS-INDV,BI-PAFEN-PIU-2445-CS-INDV,P176396,fr,consultant_services,cancelled,coarse,,data_and_hosting,
match_key,P176396|BI-PAFEN-PIU-2445-CS-INDV,BI-PAFEN-PIU-2445-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2446-CS-INDV,BI-PAFEN-PIU-2446-CS-INDV,P176396,en,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2446-CS-INDV,BI-PAFEN-PIU-2446-CS-INDV,P176396,en,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2446-CS-INDV,BI-PAFEN-PIU-2446-CS-INDV,P176396,en,consultant_services,cancelled,fine,cybersecurity,platform,5
clean,P176396|BI-PAFEN-PIU-2447-CS-INDV,BI-PAFEN-PIU-2447-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2447-CS-INDV,BI-PAFEN-PIU-2447-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2447-CS-INDV,BI-PAFEN-PIU-2447-CS-INDV,P176396,fr,consultant_services,cancelled,coarse,,platform,8
clean,P176396|BI-PAFEN-PIU-2451-CS-INDV,BI-PAFEN-PIU-2451-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2451-CS-INDV,BI-PAFEN-PIU-2451-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2451-CS-INDV,BI-PAFEN-PIU-2451-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2452-CS-INDV,BI-PAFEN-PIU-2452-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2452-CS-INDV,BI-PAFEN-PIU-2452-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2452-CS-INDV,BI-PAFEN-PIU-2452-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2453-CS-INDV,BI-PAFEN-PIU-2453-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2453-CS-INDV,BI-PAFEN-PIU-2453-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2453-CS-INDV,BI-PAFEN-PIU-2453-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2454-CS-INDV,BI-PAFEN-PIU-2454-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2454-CS-INDV,BI-PAFEN-PIU-2454-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2454-CS-INDV,BI-PAFEN-PIU-2454-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2455-CS-INDV,BI-PAFEN-PIU-2455-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2455-CS-INDV,BI-PAFEN-PIU-2455-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2455-CS-INDV,BI-PAFEN-PIU-2455-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2457-CS-INDV,BI-PAFEN-PIU-2457-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2457-CS-INDV,BI-PAFEN-PIU-2457-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2457-CS-INDV,BI-PAFEN-PIU-2457-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2463-CS-QCBS,BI-PAFEN-PIU-2463-CS-QCBS,P176396,fr,consultant_services,unknown,coarse,,data_and_hosting,
deglued,P176396|BI-PAFEN-PIU-2463-CS-QCBS,BI-PAFEN-PIU-2463-CS-QCBS,P176396,fr,consultant_services,unknown,coarse,,data_and_hosting,
match_key,P176396|BI-PAFEN-PIU-2463-CS-QCBS,BI-PAFEN-PIU-2463-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2467-CS-CQS,BI-PAFEN-PIU-2467-CS-CQS,P176396,fr,consultant_services,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2467-CS-CQS,BI-PAFEN-PIU-2467-CS-CQS,P176396,fr,consultant_services,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2467-CS-CQS,BI-PAFEN-PIU-2467-CS-CQS,P176396,fr,consultant_services,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-2611-NC-RFB,BI-PAFEN-PIU-2611-NC-RFB,P176396,fr,non_consulting_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-2611-NC-RFB,BI-PAFEN-PIU-2611-NC-RFB,P176396,fr,non_consulting_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-2611-NC-RFB,BI-PAFEN-PIU-2611-NC-RFB,P176396,fr,non_consulting_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280384-CS-CQS,BI-PAFEN-PIU-280384-CS-CQS,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280384-CS-CQS,BI-PAFEN-PIU-280384-CS-CQS,P176396,fr,consultant_services,cancelled,fine,cybersecurity,platform,
match_key,P176396|BI-PAFEN-PIU-280384-CS-CQS,BI-PAFEN-PIU-280384-CS-CQS,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280393-CS-INDV,BI-PAFEN-PIU-280393-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280393-CS-INDV,BI-PAFEN-PIU-280393-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280393-CS-INDV,BI-PAFEN-PIU-280393-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280394-GO-RFQ,BI-PAFEN-PIU-280394-GO-RFQ,P176396,fr,goods,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280394-GO-RFQ,BI-PAFEN-PIU-280394-GO-RFQ,P176396,fr,goods,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280394-GO-RFQ,BI-PAFEN-PIU-280394-GO-RFQ,P176396,fr,goods,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280395-CS-IND,BI-PAFEN-PIU-280395-CS-IND,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280395-CS-IND,BI-PAFEN-PIU-280395-CS-IND,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280395-CS-IND,BI-PAFEN-PIU-280395-CS-IND,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280396-GO-RFB,BI-PAFEN-PIU-280396-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280396-GO-RFB,BI-PAFEN-PIU-280396-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280396-GO-RFB,BI-PAFEN-PIU-280396-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280397-GO-RFB,BI-PAFEN-PIU-280397-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280397-GO-RFB,BI-PAFEN-PIU-280397-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280397-GO-RFB,BI-PAFEN-PIU-280397-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280398-CS-QCBS,BI-PAFEN-PIU-280398-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280398-CS-QCBS,BI-PAFEN-PIU-280398-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280398-CS-QCBS,BI-PAFEN-PIU-280398-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280399-CS-INDV,BI-PAFEN-PIU-280399-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280399-CS-INDV,BI-PAFEN-PIU-280399-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280399-CS-INDV,BI-PAFEN-PIU-280399-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280400-CS-INDV,BI-PAFEN-PIU-280400-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280400-CS-INDV,BI-PAFEN-PIU-280400-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280400-CS-INDV,BI-PAFEN-PIU-280400-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280401-CS-INDV,BI-PAFEN-PIU-280401-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280401-CS-INDV,BI-PAFEN-PIU-280401-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280401-CS-INDV,BI-PAFEN-PIU-280401-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280403-CS-CQS,BI-PAFEN-PIU-280403-CS-CQS,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280403-CS-CQS,BI-PAFEN-PIU-280403-CS-CQS,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280403-CS-CQS,BI-PAFEN-PIU-280403-CS-CQS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280404-CS-QBS,BI-PAFEN-PIU-280404-CS-QBS,P176396,fr,consultant_services,unknown,fine,dpi,platform,
deglued,P176396|BI-PAFEN-PIU-280404-CS-QBS,BI-PAFEN-PIU-280404-CS-QBS,P176396,fr,consultant_services,unknown,fine,dpi,platform,
match_key,P176396|BI-PAFEN-PIU-280404-CS-QBS,BI-PAFEN-PIU-280404-CS-QBS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-280405-CS-QCBS,BI-PAFEN-PIU-280405-CS-QCBS,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-280405-CS-QCBS,BI-PAFEN-PIU-280405-CS-QCBS,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-280405-CS-QCBS,BI-PAFEN-PIU-280405-CS-QCBS,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-3513-CS-INDV,BI-PAFEN-PIU-3513-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-3513-CS-INDV,BI-PAFEN-PIU-3513-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-3513-CS-INDV,BI-PAFEN-PIU-3513-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-3611-GO-RFB,BI-PAFEN-PIU-3611-GO-RFB,P176396,fr,goods,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-3611-GO-RFB,BI-PAFEN-PIU-3611-GO-RFB,P176396,fr,goods,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-3611-GO-RFB,BI-PAFEN-PIU-3611-GO-RFB,P176396,fr,goods,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-3621-GO-RFQ,BI-PAFEN-PIU-3621-GO-RFQ,P176396,fr,goods,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-3621-GO-RFQ,BI-PAFEN-PIU-3621-GO-RFQ,P176396,fr,goods,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-3621-GO-RFQ,BI-PAFEN-PIU-3621-GO-RFQ,P176396,fr,goods,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-367325-CS-QBS,BI-PAFEN-PIU-367325-CS-QBS,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-367325-CS-QBS,BI-PAFEN-PIU-367325-CS-QBS,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-367325-CS-QBS,BI-PAFEN-PIU-367325-CS-QBS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368238-CS-QCBS,BI-PAFEN-PIU-368238-CS-QCBS,P176396,fr,consultant_services,unknown,fine,access_connectivity,platform,
deglued,P176396|BI-PAFEN-PIU-368238-CS-QCBS,BI-PAFEN-PIU-368238-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368238-CS-QCBS,BI-PAFEN-PIU-368238-CS-QCBS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368242-CS-INDV,BI-PAFEN-PIU-368242-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368242-CS-INDV,BI-PAFEN-PIU-368242-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368242-CS-INDV,BI-PAFEN-PIU-368242-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368381-CS-INDV,BI-PAFEN-PIU-368381-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368381-CS-INDV,BI-PAFEN-PIU-368381-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368381-CS-INDV,BI-PAFEN-PIU-368381-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368383-GO-RFB,BI-PAFEN-PIU-368383-GO-RFB,P176396,fr,goods,cancelled,coarse,,data_and_hosting,
deglued,P176396|BI-PAFEN-PIU-368383-GO-RFB,BI-PAFEN-PIU-368383-GO-RFB,P176396,fr,goods,cancelled,coarse,,data_and_hosting,
match_key,P176396|BI-PAFEN-PIU-368383-GO-RFB,BI-PAFEN-PIU-368383-GO-RFB,P176396,fr,goods,cancelled,coarse,,platform,10
clean,P176396|BI-PAFEN-PIU-368385-GO-RFQ,BI-PAFEN-PIU-368385-GO-RFQ,P176396,fr,goods,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368385-GO-RFQ,BI-PAFEN-PIU-368385-GO-RFQ,P176396,fr,goods,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368385-GO-RFQ,BI-PAFEN-PIU-368385-GO-RFQ,P176396,fr,goods,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368392-GO-RFB,BI-PAFEN-PIU-368392-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368392-GO-RFB,BI-PAFEN-PIU-368392-GO-RFB,P176396,fr,goods,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368392-GO-RFB,BI-PAFEN-PIU-368392-GO-RFB,P176396,fr,goods,cancelled,coarse,,data_and_hosting,12
clean,P176396|BI-PAFEN-PIU-368400-CS-QBS,BI-PAFEN-PIU-368400-CS-QBS,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368400-CS-QBS,BI-PAFEN-PIU-368400-CS-QBS,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368400-CS-QBS,BI-PAFEN-PIU-368400-CS-QBS,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368413-CS-INDV,BI-PAFEN-PIU-368413-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368413-CS-INDV,BI-PAFEN-PIU-368413-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368413-CS-INDV,BI-PAFEN-PIU-368413-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368420-CS-QCBS,BI-PAFEN-PIU-368420-CS-QCBS,P176396,fr,consultant_services,cancelled,fine,cybersecurity,platform,
deglued,P176396|BI-PAFEN-PIU-368420-CS-QCBS,BI-PAFEN-PIU-368420-CS-QCBS,P176396,fr,consultant_services,cancelled,fine,cybersecurity,platform,
match_key,P176396|BI-PAFEN-PIU-368420-CS-QCBS,BI-PAFEN-PIU-368420-CS-QCBS,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368425-CS-INDV,BI-PAFEN-PIU-368425-CS-INDV,P176396,en,consultant_services,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368425-CS-INDV,BI-PAFEN-PIU-368425-CS-INDV,P176396,en,consultant_services,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368425-CS-INDV,BI-PAFEN-PIU-368425-CS-INDV,P176396,en,consultant_services,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368432-CS-INDV,BI-PAFEN-PIU-368432-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368432-CS-INDV,BI-PAFEN-PIU-368432-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368432-CS-INDV,BI-PAFEN-PIU-368432-CS-INDV,P176396,fr,consultant_services,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368434-CS-INDV,BI-PAFEN-PIU-368434-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368434-CS-INDV,BI-PAFEN-PIU-368434-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368434-CS-INDV,BI-PAFEN-PIU-368434-CS-INDV,P176396,fr,consultant_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368444-CS-INDV,BI-PAFEN-PIU-368444-CS-INDV,P176396,en,consultant_services,signed,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368444-CS-INDV,BI-PAFEN-PIU-368444-CS-INDV,P176396,en,consultant_services,signed,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368444-CS-INDV,BI-PAFEN-PIU-368444-CS-INDV,P176396,en,consultant_services,signed,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368445-CS-INDV,BI-PAFEN-PIU-368445-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368445-CS-INDV,BI-PAFEN-PIU-368445-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368445-CS-INDV,BI-PAFEN-PIU-368445-CS-INDV,P176396,fr,consultant_services,cancelled,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368462-GO-DIR,BI-PAFEN-PIU-368462-GO-DIR,P176396,fr,goods,cancelled,fine,data_hosting,data_and_hosting,
deglued,P176396|BI-PAFEN-PIU-368462-GO-DIR,BI-PAFEN-PIU-368462-GO-DIR,P176396,fr,goods,cancelled,fine,data_hosting,data_and_hosting,
match_key,P176396|BI-PAFEN-PIU-368462-GO-DIR,BI-PAFEN-PIU-368462-GO-DIR,P176396,fr,goods,cancelled,fine,data_hosting,data_and_hosting,7
clean,P176396|BI-PAFEN-PIU-368481-NC-RFB,BI-PAFEN-PIU-368481-NC-RFB,P176396,en,non_consulting_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368481-NC-RFB,BI-PAFEN-PIU-368481-NC-RFB,P176396,en,non_consulting_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368481-NC-RFB,BI-PAFEN-PIU-368481-NC-RFB,P176396,en,non_consulting_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368539-NC-RFB,BI-PAFEN-PIU-368539-NC-RFB,P176396,es,non_consulting_services,unknown,unresolved,,,
deglued,P176396|BI-PAFEN-PIU-368539-NC-RFB,BI-PAFEN-PIU-368539-NC-RFB,P176396,es,non_consulting_services,unknown,unresolved,,,
match_key,P176396|BI-PAFEN-PIU-368539-NC-RFB,BI-PAFEN-PIU-368539-NC-RFB,P176396,es,non_consulting_services,unknown,unresolved,,,0
clean,P176396|BI-PAFEN-PIU-368548-NC-RFB,BI-PAFEN-PIU-368548-NC-RFB,P176396,fr,non_consulting_services,unknown,unresolved,,,
