fetch_id,source,endpoint,query_params,fetched_at,record_count,response_sha256
1645e5e882f2d85b,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P167588&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:07:54Z,35,6b339e60a7826822bebbb4aa228e2084c3ac1861ee0666c8bb13d71a5aca6997
16d863a9a68cf9f1,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P169945&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:07:55Z,0,462a19458fc5ad746a413b0c57f3c855ff0037cd4b1771bec445c23397a5d6de
178ecfba2efd0c02,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P180000,2026-09-15T22:06:03Z,39,ba4870498c8758eba416d4313c36052f02505f277106068d03d9313ed944da53
1a6e0cb4539e3475,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P161086,2026-09-15T21:46:29Z,87,916f99c4177d6bfe12bd53a8e639726a270fbeb9ba0f04e56deb585be2ef3f33
1b96ec7e661e1940,notices,https://search.worldbank.org/api/v2/procnotices,format=json&rows=500&os=0&project_id=P172350,2026-09-15T22:04:41Z,171,51fb592f19f2e212dcbfafd6d540207c77bee2fcfba9fa11021992429623acbc
1dcc146470788653,notices,https://search.worldbank.org/api/v2/procnotices,format=json&rows=500&os=0&project_id=P174620,2026-09-15T22:04:46Z,147,9e8898aa0c4919a380dbd8f0ffbe359e02b8aa6044ba95b6f1b459d5d7a12a5a
1e5b9094f769eb3b,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P502532,2026-09-15T22:06:08Z,24,a3fc13cc216b7184f78ad30e7b4701e00c082be6324facdab8a470ed5fdb652b
1ebe989e14851251,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P176108&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:07Z,27,bd56fb7d9fade96db0eee7097d29b382ce10fa2f35e40f91c030c26fd4967fb4
1fdfcd5655aa56bd,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P181324,2026-09-15T22:06:06Z,8,622207a3a93ff17af8a716c5cb36c854006729cb1733c331141d72ac28583bb1
20222b4b6a0868db,documents,https://search.worldbank.org/api/v3/wds,format=json&rows=200&projectid=P181416&docty=Procurement+Plan&fl=id%2Cdocty%2Cdisplay_title%2Cdisclosure_date%2Ctxturl%2Cpdfurl%2Clang%2Cprojectid,2026-09-15T22:08:21Z,0,462a19458fc5ad746a413b0c57f3c855ff0037cd4b1771bec445c23397a5d6de
210aa97d456e0364,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P180059,2026-09-15T22:06:03Z,42,b9a01e208684cfe40cef956eb07a25fbdb9e17d628bf7bc9b9270bc2dbf8a38c
213b9619a522ccdc,awards,https://search.worldbank.org/api/contractdata,format=json&rows=500&os=0&projectid=P177040,2026-09-15T22:05:59Z,19,3499912559482dfebe037522fbf9043216f67d1d079c318385e27520d402bc2d
