community_id,size,n_paragraphs,n_documents,n_projects,project_spread,asset_top,asset_spread,commitment_share,junk_section_share,top_section,template_score,hazard_proximity,mean_cos_to_centroid,nearest_reference_id,nearest_reference_cos,verdict,verdict_reason,run_id,discovery_version
c1837,132,112,42,36,0.5143,drm_ews,0.8216,0.0,0.2348,Country Context,0.1872,0.4209,0.6509,REF054,0.4051,shortlist,,20260918T0133-7dd1a33,discover-1
c0806,129,109,43,38,0.5429,dpi,0.6187,0.0078,0.2326,Sectoral and Institutional Context,0.2113,0.285,0.7173,REF053,0.4753,shortlist,,20260918T0133-7dd1a33,discover-1
c0925,129,115,52,41,0.5857,access_connectivity,0.6473,0.0,0.1628,Project Components,0.247,0.3133,0.6934,REF038,0.4159,shortlist,,20260918T0133-7dd1a33,discover-1
c0921,125,120,62,45,0.6429,dpi,0.752,0.024,0.312,Sectoral and Institutional Context,0.2569,0.3405,0.6049,REF083,0.4169,shortlist,,20260918T0133-7dd1a33,discover-1
c1977,121,94,65,50,0.7143,dpi,0.5847,0.0248,0.314,Sectoral and Institutional Context,0.3065,0.2196,0.6884,REF086,0.4873,shortlist,,20260918T0133-7dd1a33,discover-1
c0160,120,92,68,38,0.5429,access_connectivity,0.4576,0.0167,0.3167,Project Status,0.3736,0.2882,0.8021,REF005,0.2935,shortlist,,20260918T0133-7dd1a33,discover-1
c1862,120,92,46,44,0.6286,access_connectivity,0.6585,0.0083,0.1417,Sectoral and Institutional Context,0.2194,0.2726,0.6964,REF061,0.5337,shortlist,,20260918T0133-7dd1a33,discover-1
c1954,120,79,45,42,0.6,mobile_towers,0.6099,0.0,0.1,Sectoral and Institutional Context,0.217,0.1944,0.7041,REF087,0.4253,shortlist,,20260918T0133-7dd1a33,discover-1
c1540,119,100,48,45,0.6429,access_connectivity,0.4681,0.0,0.3361,Project Components,0.2221,0.2905,0.6754,REF045,0.4328,shortlist,,20260918T0133-7dd1a33,discover-1
c1900,119,89,45,42,0.6,dpi,0.6226,0.0168,0.0252,"Technical, Economic and Financial Analysis",0.2226,0.2395,0.7222,REF005,0.4247,shortlist,,20260918T0133-7dd1a33,discover-1
c0389,118,106,56,45,0.6429,cybersecurity,0.7495,0.3051,0.1525,Project Components,0.2748,0.3517,0.7165,REF081,0.5629,shortlist,,20260918T0133-7dd1a33,discover-1
c0268,117,108,70,43,0.6143,access_connectivity,0.8402,0.0,0.4274,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.3575,0.3164,0.7457,REF027,0.3438,shortlist,,20260918T0133-7dd1a33,discover-1
c1454,116,96,45,44,0.6286,drm_ews,0.627,0.1638,0.0345,Project Components,0.2323,0.5733,0.7538,REF041,0.7503,shortlist,,20260918T0133-7dd1a33,discover-1
c1279,115,105,61,57,0.8143,,0.0,0.0522,1.0,Implementation Arrangements and Support Plan,0.3493,0.3389,0.8361,REF045,0.4089,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1972,115,78,37,37,0.5286,mobile_towers,0.6457,0.0,0.0261,Sectoral and Institutional Context,0.1777,0.1771,0.7011,REF087,0.4484,shortlist,,20260918T0133-7dd1a33,discover-1
c1798,111,68,22,16,0.2286,access_connectivity,0.8541,0.0,0.0541,Country Context,0.0851,0.34,0.5646,REF025,0.2565,shortlist,,20260918T0133-7dd1a33,discover-1
c1466,110,97,66,36,0.5143,access_connectivity,0.8105,0.0091,0.3455,Project Status,0.343,0.2576,0.7588,REF005,0.3603,shortlist,,20260918T0133-7dd1a33,discover-1
c1499,110,76,46,42,0.6,drm_ews,0.6566,0.0091,0.0818,Relevance to Higher Level Objectives,0.2248,0.4419,0.7135,REF085,0.4796,shortlist,,20260918T0133-7dd1a33,discover-1
c1503,110,88,44,45,0.6429,access_connectivity,0.796,0.0,0.0727,Project Components,0.2262,0.4276,0.7505,REF057,0.4721,shortlist,,20260918T0133-7dd1a33,discover-1
c0189,109,103,57,52,0.7429,dpi,0.7589,0.0,0.2477,Sustainability,0.2956,0.4726,0.7572,REF030,0.3937,shortlist,,20260918T0133-7dd1a33,discover-1
c1133,108,83,29,30,0.4286,data_hosting,0.5716,0.0185,0.0833,Project Components,0.1333,0.4072,0.6709,REF036,0.6118,shortlist,,20260918T0133-7dd1a33,discover-1
c1272,108,95,54,33,0.4714,access_connectivity,0.7323,0.0,0.6296,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.2782,0.348,0.7522,REF027,0.3096,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1980,108,81,52,51,0.7286,access_connectivity,0.6692,0.0,0.1667,Rationale for Bank Involvement and Role of Partners,0.2636,0.2486,0.7401,REF053,0.4663,shortlist,,20260918T0133-7dd1a33,discover-1
c1373,107,95,56,39,0.5571,access_connectivity,0.6422,0.0,0.5234,Implementation Arrangements and Support Plan,0.2631,0.2958,0.686,REF045,0.372,shortlist,,20260918T0133-7dd1a33,discover-1
c1850,107,106,46,43,0.6143,access_connectivity,0.8049,0.0,0.1963,Project Components,0.2249,0.4805,0.7138,REF029,0.5003,shortlist,,20260918T0133-7dd1a33,discover-1
c0426,106,106,50,45,0.6429,access_connectivity,0.823,0.0,0.4811,Fiduciary,0.2721,0.2915,0.7945,REF045,0.288,shortlist,,20260918T0133-7dd1a33,discover-1
c0558,106,98,41,39,0.5571,access_connectivity,0.8072,0.0,0.8774,Implementation Arrangements and Support Plan,0.2023,0.3133,0.7206,REF045,0.3398,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0566,105,74,37,30,0.4286,access_connectivity,0.6153,0.0381,0.381,Project Components,0.1852,0.3346,0.7307,REF045,0.3696,shortlist,,20260918T0133-7dd1a33,discover-1
c1555,105,90,49,47,0.6714,dpi,0.0,0.019,0.9714,Implementation Arrangements and Support Plan,0.27,0.2264,0.8045,REF045,0.4558,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1839,105,66,47,44,0.6286,dpi,0.8357,0.0,0.0571,Country Context,0.2282,0.2499,0.7089,REF012,0.2738,shortlist,,20260918T0133-7dd1a33,discover-1
c0874,101,58,17,13,0.1857,dpi,0.6742,0.0297,0.1881,Project Components,0.0761,0.3185,0.6535,REF089,0.464,shortlist,,20260918T0133-7dd1a33,discover-1
c0961,101,71,35,33,0.4714,cybersecurity,0.9131,0.0,0.4356,Environmental and Social,0.1621,0.3281,0.676,REF031,0.3706,shortlist,,20260918T0133-7dd1a33,discover-1
c1572,100,92,66,61,0.8714,access_connectivity,0.7077,0.05,0.02,Relevance to Higher Level Objectives,0.3424,0.2593,0.7575,REF085,0.3842,shortlist,,20260918T0133-7dd1a33,discover-1
c2009,100,72,28,20,0.2857,submarine_cable,0.8406,0.01,0.14,Sectoral and Institutional Context,0.1282,0.3587,0.6686,REF033,0.6098,shortlist,,20260918T0133-7dd1a33,discover-1
c1075,99,76,45,41,0.5857,data_hosting,0.7351,0.101,0.0808,Project Components,0.2181,0.3348,0.7075,REF083,0.6599,shortlist,,20260918T0133-7dd1a33,discover-1
c0715,98,94,70,50,0.7143,access_connectivity,0.6552,0.1224,0.1837,Project Components,0.3582,0.2998,0.747,REF079,0.3437,shortlist,,20260918T0133-7dd1a33,discover-1
c0791,98,92,46,43,0.6143,cybersecurity,0.6473,0.0,0.0816,Project Components,0.2414,0.2987,0.7662,REF001,0.5365,shortlist,,20260918T0133-7dd1a33,discover-1
c1220,98,61,16,16,0.2286,access_connectivity,0.5856,0.0,0.2551,Relevance to Higher Level Objectives,0.0729,0.3998,0.6656,REF087,0.5476,shortlist,,20260918T0133-7dd1a33,discover-1
c2010,97,82,40,39,0.5571,access_connectivity,0.7961,0.0,0.1546,Project Components,0.1847,0.3743,0.6743,REF037,0.6747,shortlist,,20260918T0133-7dd1a33,discover-1
c0376,95,89,52,49,0.7,access_connectivity,0.7665,0.0,0.9474,KEY RISKS,0.2653,0.4386,0.745,REF030,0.3922,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1621,95,82,41,40,0.5714,access_connectivity,0.7781,0.0,0.0632,Country Context,0.2031,0.2888,0.7234,REF085,0.3615,shortlist,,20260918T0133-7dd1a33,discover-1
c1968,95,89,41,35,0.5,dpi,0.5309,0.0211,0.0842,Project Components,0.2037,0.2904,0.7252,REF079,0.4418,shortlist,,20260918T0133-7dd1a33,discover-1
c1691,94,90,47,40,0.5714,access_connectivity,0.7915,0.0,0.1702,Sectoral and Institutional Context,0.2195,0.2285,0.6817,REF011,0.3054,shortlist,,20260918T0133-7dd1a33,discover-1
c1560,93,81,43,38,0.5429,dpi,0.6816,0.0,0.4731,Implementation Arrangements and Support Plan,0.1872,0.2895,0.6356,REF002,0.4609,shortlist,,20260918T0133-7dd1a33,discover-1
c0785,92,55,33,25,0.3571,dpi,0.6,0.1087,0.837,Institutional and Implementation Arrangements,0.1615,0.3011,0.7145,REF079,0.4071,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1488,92,82,41,38,0.5429,dpi,0.7816,0.0,0.2609,Project Components,0.189,0.3658,0.6729,REF011,0.5303,shortlist,,20260918T0133-7dd1a33,discover-1
c1881,92,84,35,27,0.3857,dpi,0.7663,0.0109,0.1413,Project Components,0.1818,0.2768,0.7584,REF067,0.5756,shortlist,,20260918T0133-7dd1a33,discover-1
c1989,92,82,34,31,0.4429,access_connectivity,0.3958,0.1196,0.1196,Project Components,0.1702,0.2884,0.7308,REF046,0.6148,shortlist,,20260918T0133-7dd1a33,discover-1
c1820,91,76,24,23,0.3286,drm_ews,0.7568,0.0,0.0769,Project Components,0.1126,0.42,0.6847,REF054,0.4989,shortlist,,20260918T0133-7dd1a33,discover-1
c0211,90,90,68,56,0.8,access_connectivity,0.7855,0.0,0.0556,Project Components,0.3916,0.2767,0.8407,REF085,0.3716,shortlist,,20260918T0133-7dd1a33,discover-1
c0846,90,89,50,41,0.5857,dpi,0.8218,0.1111,0.1889,Project Components,0.2674,0.3097,0.7808,REF030,0.3349,shortlist,,20260918T0133-7dd1a33,discover-1
c1763,90,90,52,52,0.7429,access_connectivity,0.0,0.3667,0.9444,Fiduciary,0.3106,0.1875,0.8722,REF045,0.4048,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0959,89,57,21,20,0.2857,dpi,0.7461,0.0,0.0562,Sectoral and Institutional Context,0.0922,0.2458,0.641,REF003,0.5691,shortlist,,20260918T0133-7dd1a33,discover-1
c1102,88,86,37,34,0.4857,access_connectivity,0.7764,0.0227,0.2386,RESULTS FRAMEWORK AND MONITORING,0.2095,0.3228,0.8269,REF036,0.4724,shortlist,,20260918T0133-7dd1a33,discover-1
c1554,88,65,31,25,0.3571,drm_ews,0.7123,0.0341,0.4545,Environmental and Social,0.1546,0.3956,0.7283,REF011,0.4497,shortlist,,20260918T0133-7dd1a33,discover-1
c1660,88,85,50,43,0.6143,access_connectivity,0.0,0.0,0.8409,Implementation Arrangements and Support Plan,0.2661,0.3171,0.777,REF009,0.3473,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1760,88,63,37,36,0.5143,dpi,0.0,0.0114,1.0,Implementation Arrangements and Support Plan,0.1879,0.2131,0.7414,REF045,0.4582,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0669,87,66,12,13,0.1857,dpi,0.7654,0.046,0.1264,Sectoral and Institutional Context,0.0555,0.3216,0.6757,REF084,0.5192,shortlist,,20260918T0133-7dd1a33,discover-1
c0964,87,69,37,34,0.4857,drm_ews,0.8187,0.0115,0.0345,Sectoral and Institutional Context,0.1838,0.354,0.7254,REF054,0.6183,shortlist,,20260918T0133-7dd1a33,discover-1
c1582,87,74,47,40,0.5714,dpi,0.932,0.069,0.8161,Institutional and Implementation Arrangements,0.2297,0.2185,0.7135,REF044,0.3524,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0406,86,75,37,32,0.4571,access_connectivity,0.8787,0.2209,0.0,Project Components,0.1964,0.2087,0.7749,REF059,0.4556,shortlist,,20260918T0133-7dd1a33,discover-1
c0746,86,84,49,46,0.6571,access_connectivity,0.7655,0.0,0.3023,Sectoral and Institutional Context,0.2459,0.3428,0.7328,REF066,0.2901,shortlist,,20260918T0133-7dd1a33,discover-1
c0320,85,71,57,51,0.7286,access_connectivity,0.865,0.0471,0.9529,KEY RISKS,0.3173,0.405,0.8128,REF085,0.4291,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1506,85,74,40,39,0.5571,data_hosting,0.8467,0.0118,0.1176,Project Components,0.1938,0.4262,0.7075,REF042,0.4847,shortlist,,20260918T0133-7dd1a33,discover-1
c1752,85,81,48,39,0.5571,dpi,0.0,0.0,0.9529,Implementation Arrangements and Support Plan,0.2376,0.2863,0.7227,REF085,0.3411,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1268,84,75,35,25,0.3571,dpi,0.9024,0.0595,0.4167,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.1772,0.2742,0.739,REF027,0.2606,shortlist,,20260918T0133-7dd1a33,discover-1
c1727,84,71,47,44,0.6286,cybersecurity,0.0,0.2738,1.0,Implementation Arrangements and Support Plan,0.2585,0.2256,0.8031,REF045,0.4706,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0576,83,81,44,43,0.6143,dpi,0.7482,0.0,0.1928,Project Components,0.2265,0.346,0.7515,REF030,0.4218,shortlist,,20260918T0133-7dd1a33,discover-1
c1319,83,71,47,42,0.6,access_connectivity,0.6696,0.0964,0.5301,DETAILED CHANGE(S),0.2348,0.3893,0.7295,REF030,0.3994,shortlist,,20260918T0133-7dd1a33,discover-1
c1405,83,78,40,40,0.5714,drm_ews,0.6707,0.0,0.0361,Project Components,0.1912,0.6102,0.6977,REF016,0.6554,shortlist,,20260918T0133-7dd1a33,discover-1
c1443,83,69,48,43,0.6143,access_connectivity,0.0,0.2169,0.9639,Implementation Arrangements and Support Plan,0.2532,0.2394,0.7702,REF031,0.3469,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0881,82,80,41,41,0.5857,access_connectivity,0.6321,0.5244,0.2317,Environmental and Social,0.2086,0.3343,0.7429,REF085,0.3304,shortlist,,20260918T0133-7dd1a33,discover-1
c1061,82,69,48,45,0.6429,access_connectivity,0.8669,0.0122,0.3415,Environmental and Social,0.2327,0.2927,0.7078,REF045,0.3933,shortlist,,20260918T0133-7dd1a33,discover-1
c1400,82,51,20,22,0.3143,data_hosting,0.5991,0.061,0.0732,Project Components,0.0973,0.4103,0.7104,REF036,0.6437,shortlist,,20260918T0133-7dd1a33,discover-1
c0546,81,77,41,39,0.5571,dpi,0.8083,0.0,0.037,Sectoral and Institutional Context,0.2043,0.3646,0.7276,REF038,0.3385,shortlist,,20260918T0133-7dd1a33,discover-1
c1601,81,63,41,38,0.5429,,0.0,0.1975,0.9753,Implementation Arrangements and Support Plan,0.2018,0.2659,0.7186,REF005,0.442,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0258,80,73,23,19,0.2714,dpi,0.8867,0.0,0.3875,DESCRIPTION OF ADDITIONAL FINANCING,0.1108,0.3346,0.7035,REF066,0.3221,shortlist,,20260918T0133-7dd1a33,discover-1
c1031,80,79,48,39,0.5571,dpi,0.809,0.1875,0.1625,Project Components,0.2394,0.3024,0.7283,REF046,0.4475,shortlist,,20260918T0133-7dd1a33,discover-1
c1706,80,76,45,37,0.5286,dpi,1.0,0.2625,0.7375,Institutional and Implementation Arrangements,0.2436,0.3059,0.7904,REF005,0.3377,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c0329,79,66,51,51,0.7286,dpi,0.0,0.0127,0.9367,KEY RISKS,0.2858,0.3342,0.8183,REF030,0.4067,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1647,79,72,44,44,0.6286,access_connectivity,0.0,0.0633,0.962,Fiduciary,0.2427,0.3023,0.8052,REF085,0.4141,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1796,79,69,41,40,0.5714,cybersecurity,0.0,0.6709,0.9494,Implementation Arrangements and Support Plan,0.2086,0.2402,0.7429,REF030,0.3518,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1985,79,70,33,30,0.4286,access_connectivity,0.4663,0.2532,0.1139,Project Components,0.1575,0.2938,0.6968,REF045,0.544,shortlist,,20260918T0133-7dd1a33,discover-1
c1872,78,56,31,27,0.3857,access_connectivity,0.4647,0.0,0.0897,Project Components,0.1503,0.3125,0.7081,REF043,0.6056,shortlist,,20260918T0133-7dd1a33,discover-1
c1060,77,74,46,38,0.5429,dpi,0.9025,0.013,0.3636,Project Components,0.2263,0.3538,0.7182,REF030,0.4012,shortlist,,20260918T0133-7dd1a33,discover-1
c1829,77,59,40,39,0.5571,dpi,0.907,0.0,0.039,Sectoral and Institutional Context,0.1829,0.2647,0.6677,REF089,0.2783,shortlist,,20260918T0133-7dd1a33,discover-1
c0010,76,76,63,59,0.8429,drm_ews,0.9155,0.0,0.0658,GRIEVANCE REDRESS SERVICES,0.4082,0.232,0.946,REF065,0.2493,shortlist,,20260918T0133-7dd1a33,discover-1
c0279,76,74,42,29,0.4143,access_connectivity,0.8813,0.0,0.5132,DESCRIPTION OF PROPOSED CHANGES,0.2325,0.2639,0.8082,REF030,0.3913,shortlist,,20260918T0133-7dd1a33,discover-1
c0869,76,64,40,39,0.5571,cybersecurity,0.8092,0.0263,0.1842,Project Components,0.1798,0.3524,0.6563,REF016,0.5074,shortlist,,20260918T0133-7dd1a33,discover-1
c1646,76,66,41,39,0.5571,access_connectivity,0.0,0.0921,0.6579,Institutional and Implementation Arrangements,0.2224,0.2832,0.7918,REF045,0.3482,junk,junk_section_share>=0.6,20260918T0133-7dd1a33,discover-1
c1785,76,52,20,18,0.2571,access_connectivity,0.716,0.0,0.3289,Country Context,0.0852,0.3941,0.6223,REF087,0.3276,shortlist,,20260918T0133-7dd1a33,discover-1
c1960,76,43,27,25,0.3571,mobile_towers,0.8252,0.0132,0.0132,Sectoral and Institutional Context,0.1184,0.2086,0.64,REF043,0.4979,shortlist,,20260918T0133-7dd1a33,discover-1
c0275,75,69,51,43,0.6143,dpi,0.8699,0.0,0.28,Project Development Objective,0.273,0.234,0.7815,REF027,0.3138,shortlist,,20260918T0133-7dd1a33,discover-1
c1002,75,70,36,28,0.4,dpi,0.6608,0.0133,0.0667,Project Components,0.1763,0.2464,0.7149,REF010,0.6253,shortlist,,20260918T0133-7dd1a33,discover-1
c1135,75,69,37,36,0.5143,access_connectivity,0.8344,0.0,0.0933,"Technical, Economic and Financial Analysis",0.196,0.3212,0.7736,REF006,0.2826,shortlist,,20260918T0133-7dd1a33,discover-1
