community_id,size,n_paragraphs,n_documents,n_projects,project_spread,asset_top,asset_spread,commitment_share,junk_section_share,top_section,template_score,hazard_proximity,mean_cos_to_centroid,nearest_reference_id,nearest_reference_cos,verdict,verdict_reason,run_id,discovery_version
c0172,138,96,48,44,0.6286,drm_ews,0.7997,0.0072,0.029,Sectoral and Institutional Context,0.2284,0.7071,0.6947,REF041,0.6737,shortlist,,20260918T0135-7dd1a33,discover-1
c0133,137,129,74,52,0.7429,dpi,0.694,0.0,0.2336,Sectoral and Institutional Context,0.323,0.36,0.6373,REF036,0.2879,shortlist,,20260918T0135-7dd1a33,discover-1
c0220,137,109,41,28,0.4,dpi,0.4654,0.0073,0.1606,Project Components,0.1956,0.2536,0.6967,REF068,0.5318,shortlist,,20260918T0135-7dd1a33,discover-1
c0346,137,90,48,47,0.6714,dpi,0.7219,0.0292,0.9927,Implementation Arrangements and Support Plan,0.2418,0.2202,0.7355,REF045,0.4628,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0161,135,133,73,52,0.7429,dpi,0.7435,0.0,0.4296,Implementation Arrangements and Support Plan,0.2819,0.438,0.5639,REF031,0.2635,shortlist,,20260918T0135-7dd1a33,discover-1
c0231,135,79,45,48,0.6857,cybersecurity,0.5571,0.0,0.1556,Sectoral and Institutional Context,0.1952,0.4051,0.6332,REF001,0.545,shortlist,,20260918T0135-7dd1a33,discover-1
c0151,134,128,49,47,0.6714,dpi,0.8906,0.5448,0.0373,Project Components,0.2601,0.2781,0.7751,REF085,0.3707,shortlist,,20260918T0135-7dd1a33,discover-1
c0224,134,122,52,51,0.7286,dpi,0.6809,0.1791,0.2836,Project Components,0.2452,0.3288,0.6884,REF011,0.539,shortlist,,20260918T0135-7dd1a33,discover-1
c0143,133,129,62,53,0.7571,access_connectivity,0.8285,0.0,0.2932,Sectoral and Institutional Context,0.2818,0.376,0.6635,REF066,0.2961,shortlist,,20260918T0135-7dd1a33,discover-1
c0162,133,122,69,45,0.6429,access_connectivity,0.7796,0.0,0.6015,Implementation Arrangements and Support Plan,0.2979,0.3787,0.6303,REF030,0.33,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0390,133,132,63,51,0.7286,dpi,0.743,0.0,0.0977,Project Components,0.3316,0.3111,0.7684,REF061,0.5178,shortlist,,20260918T0135-7dd1a33,discover-1
c0344,132,113,52,47,0.6714,dpi,0.7219,0.0,0.9242,Implementation Arrangements and Support Plan,0.2434,0.2762,0.6834,REF085,0.3754,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0322,130,108,46,45,0.6429,access_connectivity,0.8418,0.0,0.0769,Country Context,0.2254,0.2965,0.7153,REF085,0.3623,shortlist,,20260918T0135-7dd1a33,discover-1
c0052,129,126,47,38,0.5429,access_connectivity,0.3169,0.0,0.0388,Project Components,0.2548,0.271,0.7915,REF046,0.4929,shortlist,,20260918T0135-7dd1a33,discover-1
c0054,129,123,57,53,0.7571,dpi,0.0,0.0155,0.7674,Implementation Arrangements and Support Plan,0.2888,0.2974,0.7397,REF030,0.3919,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0182,129,115,52,41,0.5857,access_connectivity,0.6473,0.0,0.1628,Project Components,0.247,0.3133,0.6934,REF038,0.4159,shortlist,,20260918T0135-7dd1a33,discover-1
c0101,128,107,58,55,0.7857,cybersecurity,0.8962,0.0078,0.9453,Fiduciary,0.3168,0.234,0.7976,REF063,0.2543,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0249,128,126,59,49,0.7,access_connectivity,0.8322,0.2188,0.3984,Project Components,0.3097,0.3466,0.7664,REF085,0.3679,shortlist,,20260918T0135-7dd1a33,discover-1
c0248,127,122,62,44,0.6286,access_connectivity,0.823,0.0157,0.2362,Project Components,0.2871,0.343,0.6761,REF085,0.3437,shortlist,,20260918T0135-7dd1a33,discover-1
c0255,127,121,63,45,0.6429,access_connectivity,0.8129,0.0315,0.7244,Implementation Arrangements and Support Plan,0.3284,0.3768,0.7611,REF030,0.4049,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0121,125,124,72,50,0.7143,access_connectivity,0.8017,0.0,0.704,Implementation Arrangements and Support Plan,0.3137,0.3288,0.6362,REF031,0.3099,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0134,123,119,58,52,0.7429,dpi,0.8827,0.0,0.4797,Implementation Arrangements and Support Plan,0.2355,0.3819,0.5928,REF030,0.4473,shortlist,,20260918T0135-7dd1a33,discover-1
c0046,122,115,61,56,0.8,access_connectivity,0.7726,0.0,0.2459,Sustainability,0.3102,0.4765,0.7424,REF045,0.4021,shortlist,,20260918T0135-7dd1a33,discover-1
c0097,122,115,62,50,0.7143,dpi,0.9697,0.0164,0.7049,Implementation Arrangements and Support Plan,0.3411,0.2528,0.8031,REF045,0.3317,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0265,122,106,59,41,0.5857,access_connectivity,0.7069,0.0,0.5,Implementation Arrangements and Support Plan,0.2728,0.3023,0.6751,REF045,0.3844,shortlist,,20260918T0135-7dd1a33,discover-1
c0082,121,110,58,54,0.7714,access_connectivity,0.7677,0.0,0.9421,KEY RISKS,0.2945,0.4489,0.7413,REF030,0.4001,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0405,121,94,65,50,0.7143,dpi,0.5847,0.0248,0.314,Sectoral and Institutional Context,0.3065,0.2196,0.6884,REF086,0.4873,shortlist,,20260918T0135-7dd1a33,discover-1
c0309,120,110,54,52,0.7429,drm_ews,0.6824,0.0,0.0583,Project Components,0.2848,0.6266,0.77,REF085,0.5723,shortlist,,20260918T0135-7dd1a33,discover-1
c0397,120,79,45,42,0.6,mobile_towers,0.6099,0.0,0.1,Sectoral and Institutional Context,0.217,0.1944,0.7041,REF087,0.4253,shortlist,,20260918T0135-7dd1a33,discover-1
c0158,119,115,38,29,0.4143,dpi,0.7748,0.0,0.3613,Project Components,0.2091,0.3034,0.8035,REF030,0.3462,shortlist,,20260918T0135-7dd1a33,discover-1
c0302,119,105,51,45,0.6429,dpi,0.6408,0.0,0.4706,Implementation Arrangements and Support Plan,0.216,0.2966,0.6184,REF002,0.4594,shortlist,,20260918T0135-7dd1a33,discover-1
c0383,119,89,45,42,0.6,dpi,0.6226,0.0168,0.0252,"Technical, Economic and Financial Analysis",0.2226,0.2395,0.7222,REF005,0.4247,shortlist,,20260918T0135-7dd1a33,discover-1
c0059,118,106,38,29,0.4143,dpi,0.9418,0.0,0.4576,DESCRIPTION OF ADDITIONAL FINANCING,0.17,0.3619,0.6533,REF030,0.3395,shortlist,,20260918T0135-7dd1a33,discover-1
c0084,118,106,56,45,0.6429,cybersecurity,0.7495,0.3051,0.1525,Project Components,0.2748,0.3517,0.7165,REF081,0.5629,shortlist,,20260918T0135-7dd1a33,discover-1
c0150,118,117,53,45,0.6429,dpi,0.7352,0.0,0.2881,Project Components,0.2057,0.3684,0.5667,REF023,0.245,shortlist,,20260918T0135-7dd1a33,discover-1
c0064,117,108,70,43,0.6143,access_connectivity,0.8402,0.0,0.4274,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.3575,0.3164,0.7457,REF027,0.3438,shortlist,,20260918T0135-7dd1a33,discover-1
c0095,117,114,53,41,0.5857,drm_ews,0.9123,0.0,0.4103,Implementation Arrangements and Support Plan,0.292,0.2936,0.8045,REF027,0.2651,shortlist,,20260918T0135-7dd1a33,discover-1
c0334,117,107,59,56,0.8,,0.0,0.0342,0.9744,Implementation Arrangements and Support Plan,0.3194,0.2596,0.7903,REF085,0.3266,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0239,116,100,39,29,0.4143,dpi,0.8775,0.0431,0.4483,PROJECT STATUS AND RATIONALE FOR RESTRUCTURING,0.1957,0.2845,0.7326,REF027,0.2611,shortlist,,20260918T0135-7dd1a33,discover-1
c0147,115,102,70,54,0.7714,dpi,0.9602,0.3478,0.1826,Project Components,0.3676,0.3118,0.7667,REF053,0.4086,shortlist,,20260918T0135-7dd1a33,discover-1
c0203,115,89,42,36,0.5143,dpi,0.6356,0.0,0.3739,Project Components,0.19,0.3568,0.6605,REF010,0.5575,shortlist,,20260918T0135-7dd1a33,discover-1
c0247,115,105,61,57,0.8143,,0.0,0.0522,1.0,Implementation Arrangements and Support Plan,0.3493,0.3389,0.8361,REF045,0.4089,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0333,115,106,52,42,0.6,mobile_towers,0.8871,0.0,0.1826,Project Development Objective,0.2491,0.1844,0.6994,REF011,0.2966,shortlist,,20260918T0135-7dd1a33,discover-1
c0379,115,104,38,29,0.4143,dpi,0.8337,0.0087,0.1217,Project Components,0.1945,0.2724,0.7475,REF067,0.5833,shortlist,,20260918T0135-7dd1a33,discover-1
c0211,111,105,57,48,0.6857,dpi,0.8836,0.0,0.6126,Implementation Arrangements and Support Plan,0.2591,0.3143,0.6637,REF036,0.299,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0357,111,68,22,16,0.2286,access_connectivity,0.8541,0.0,0.0541,Country Context,0.0851,0.34,0.5646,REF025,0.2565,shortlist,,20260918T0135-7dd1a33,discover-1
c0171,110,103,51,50,0.7143,access_connectivity,0.6639,0.5636,0.1909,"Technical, Economic and Financial Analysis",0.2566,0.3234,0.7345,REF085,0.3462,shortlist,,20260918T0135-7dd1a33,discover-1
c0235,110,104,68,46,0.6571,access_connectivity,0.7108,0.2182,0.5727,Sustainability,0.3245,0.3964,0.6967,REF085,0.3203,shortlist,,20260918T0135-7dd1a33,discover-1
c0115,109,104,48,42,0.6,access_connectivity,0.7091,0.0,0.1284,Project Components,0.216,0.3253,0.6572,REF045,0.3952,shortlist,,20260918T0135-7dd1a33,discover-1
c0285,109,99,45,37,0.5286,data_hosting,0.7394,0.0,0.0459,Project Components,0.2096,0.3816,0.6801,REF036,0.5497,shortlist,,20260918T0135-7dd1a33,discover-1
c0327,109,95,46,47,0.6714,access_connectivity,0.7897,0.2018,0.9541,Implementation Arrangements and Support Plan,0.2251,0.2466,0.7143,REF085,0.4514,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0165,108,107,59,50,0.7143,access_connectivity,0.7746,0.0,0.3519,Project Components,0.2322,0.3923,0.5747,REF023,0.2136,shortlist,,20260918T0135-7dd1a33,discover-1
c0246,107,93,49,46,0.6571,access_connectivity,0.0,0.0187,0.9813,Implementation Arrangements and Support Plan,0.2644,0.3514,0.7877,REF045,0.4928,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0365,107,104,61,44,0.6286,access_connectivity,0.3501,0.0654,0.1963,Project Development Objective,0.3182,0.2536,0.7617,REF046,0.5578,shortlist,,20260918T0135-7dd1a33,discover-1
c0370,107,106,46,43,0.6143,access_connectivity,0.8049,0.0,0.1963,Project Components,0.2249,0.4805,0.7138,REF029,0.5003,shortlist,,20260918T0135-7dd1a33,discover-1
c0094,106,106,50,45,0.6429,access_connectivity,0.823,0.0,0.4811,Fiduciary,0.2721,0.2915,0.7945,REF045,0.288,shortlist,,20260918T0135-7dd1a33,discover-1
c0099,106,99,57,53,0.7571,access_connectivity,0.5568,0.0,0.6698,Lessons Learned and Reflected in the Project Design,0.272,0.2826,0.6966,REF059,0.3277,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0111,106,98,41,39,0.5571,access_connectivity,0.8072,0.0,0.8774,Implementation Arrangements and Support Plan,0.2023,0.3133,0.7206,REF045,0.3398,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0300,105,90,49,47,0.6714,dpi,0.0,0.019,0.9714,Implementation Arrangements and Support Plan,0.27,0.2264,0.8045,REF045,0.4558,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0316,105,93,55,51,0.7286,dpi,1.0,0.0667,0.981,Implementation Arrangements and Support Plan,0.2866,0.2656,0.7609,REF005,0.3913,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0037,104,103,50,51,0.7286,access_connectivity,0.7373,0.0,0.5192,Implementation Arrangements and Support Plan,0.2744,0.34,0.8012,REF030,0.2621,shortlist,,20260918T0135-7dd1a33,discover-1
c0221,104,98,53,45,0.6429,access_connectivity,0.8822,0.0192,0.5481,KEY RISKS,0.2425,0.3243,0.6681,REF045,0.3541,shortlist,,20260918T0135-7dd1a33,discover-1
c0279,104,79,28,22,0.3143,dpi,0.5365,0.0288,0.4808,Lessons Learned and Reflected in the Project Design,0.1361,0.2953,0.7098,REF005,0.5508,shortlist,,20260918T0135-7dd1a33,discover-1
c0103,103,102,55,50,0.7143,dpi,0.6976,0.0,0.2039,Project Components,0.2667,0.3708,0.708,REF036,0.3615,shortlist,,20260918T0135-7dd1a33,discover-1
c0035,102,94,67,58,0.8286,access_connectivity,0.5374,0.0,0.1176,Results Chain,0.3442,0.2733,0.7502,REF030,0.352,shortlist,,20260918T0135-7dd1a33,discover-1
c0411,102,99,43,40,0.5714,access_connectivity,0.7086,0.0,0.1275,Project Components,0.1938,0.3489,0.6579,REF076,0.5078,shortlist,,20260918T0135-7dd1a33,discover-1
c0140,101,98,55,48,0.6857,access_connectivity,0.8712,0.0,0.198,Sectoral and Institutional Context,0.2109,0.4478,0.5599,REF030,0.2935,shortlist,,20260918T0135-7dd1a33,discover-1
c0141,101,98,53,50,0.7143,dpi,0.8086,0.0,0.2079,Sectoral and Institutional Context,0.2301,0.4212,0.6338,REF003,0.2902,shortlist,,20260918T0135-7dd1a33,discover-1
c0170,101,58,17,13,0.1857,dpi,0.6742,0.0297,0.1881,Project Components,0.0761,0.3185,0.6535,REF089,0.464,shortlist,,20260918T0135-7dd1a33,discover-1
c0188,101,71,35,33,0.4714,cybersecurity,0.9131,0.0,0.4356,Environmental and Social,0.1621,0.3281,0.676,REF031,0.3706,shortlist,,20260918T0135-7dd1a33,discover-1
c0244,100,87,59,55,0.7857,dpi,1.0,0.01,0.99,Fiduciary,0.309,0.2794,0.7647,REF045,0.4631,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0412,100,72,28,20,0.2857,submarine_cable,0.8406,0.01,0.14,Sectoral and Institutional Context,0.1282,0.3587,0.6686,REF033,0.6098,shortlist,,20260918T0135-7dd1a33,discover-1
c0066,99,92,41,37,0.5286,access_connectivity,0.7299,0.0,0.5758,Implementation Arrangements and Support Plan,0.1703,0.3871,0.6066,REF023,0.3581,shortlist,,20260918T0135-7dd1a33,discover-1
c0209,99,76,45,41,0.5857,data_hosting,0.7351,0.101,0.0808,Project Components,0.2181,0.3348,0.7075,REF083,0.6599,shortlist,,20260918T0135-7dd1a33,discover-1
c0135,98,94,70,50,0.7143,access_connectivity,0.6552,0.1224,0.1837,Project Components,0.3582,0.2998,0.747,REF079,0.3437,shortlist,,20260918T0135-7dd1a33,discover-1
c0154,98,92,46,43,0.6143,cybersecurity,0.6473,0.0,0.0816,Project Components,0.2414,0.2987,0.7662,REF001,0.5365,shortlist,,20260918T0135-7dd1a33,discover-1
c0234,98,61,16,16,0.2286,access_connectivity,0.5856,0.0,0.2551,Relevance to Higher Level Objectives,0.0729,0.3998,0.6656,REF087,0.5476,shortlist,,20260918T0135-7dd1a33,discover-1
c0392,97,69,31,29,0.4143,dpi,0.7949,0.0,0.0206,Relevance to Higher Level Objectives,0.1574,0.2068,0.7411,REF056,0.4763,shortlist,,20260918T0135-7dd1a33,discover-1
c0413,97,82,40,39,0.5571,access_connectivity,0.7961,0.0,0.1546,Project Components,0.1847,0.3743,0.6743,REF037,0.6747,shortlist,,20260918T0135-7dd1a33,discover-1
c0181,96,89,48,48,0.6857,access_connectivity,0.3013,0.1667,0.0625,Relevance to Higher Level Objectives,0.2477,0.3026,0.7534,REF085,0.467,shortlist,,20260918T0135-7dd1a33,discover-1
c0315,96,89,44,36,0.5143,access_connectivity,0.0,0.0,0.8021,Implementation Arrangements and Support Plan,0.2252,0.3393,0.7472,REF005,0.3936,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0262,94,91,52,44,0.6286,dpi,0.9212,0.0213,0.7021,Implementation Arrangements and Support Plan,0.2838,0.3484,0.7968,REF005,0.3496,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0314,94,78,23,23,0.3286,dpi,0.6846,0.0,0.2234,Sectoral and Institutional Context,0.0952,0.2999,0.6045,REF084,0.3751,shortlist,,20260918T0135-7dd1a33,discover-1
c0330,94,90,47,40,0.5714,access_connectivity,0.7915,0.0,0.1702,Sectoral and Institutional Context,0.2195,0.2285,0.6817,REF011,0.3054,shortlist,,20260918T0135-7dd1a33,discover-1
c0003,93,34,31,34,0.4857,,0.0,0.0,0.0,GRIEVANCE REDRESS SERVICES,0.1773,0.2943,0.835,REF030,0.3595,shortlist,,20260918T0135-7dd1a33,discover-1
c0056,93,90,50,44,0.6286,access_connectivity,0.7983,0.0,0.6882,Implementation Arrangements and Support Plan,0.2599,0.3514,0.7588,REF048,0.2715,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0153,92,55,33,25,0.3571,dpi,0.6,0.1087,0.837,Institutional and Implementation Arrangements,0.1615,0.3011,0.7145,REF079,0.4071,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0168,92,80,44,42,0.6,cybersecurity,0.8103,0.0217,0.1957,Project Components,0.1942,0.3699,0.6443,REF016,0.499,shortlist,,20260918T0135-7dd1a33,discover-1
c0289,92,82,41,38,0.5429,dpi,0.7816,0.0,0.2609,Project Components,0.189,0.3658,0.6729,REF011,0.5303,shortlist,,20260918T0135-7dd1a33,discover-1
c0329,92,58,35,37,0.5286,access_connectivity,0.7921,0.0,0.0109,Sectoral and Institutional Context,0.1608,0.169,0.6707,REF011,0.3144,shortlist,,20260918T0135-7dd1a33,discover-1
c0011,91,89,55,46,0.6571,dpi,0.822,0.0,0.4176,Sectoral and Institutional Context,0.3767,0.2384,1.0,REF053,0.2022,shortlist,,20260918T0135-7dd1a33,discover-1
c0363,91,76,24,23,0.3286,drm_ews,0.7568,0.0,0.0769,Project Components,0.1126,0.42,0.6847,REF054,0.4989,shortlist,,20260918T0135-7dd1a33,discover-1
c0021,90,90,83,59,0.8429,,0.0,0.0,0.0,GRIEVANCE REDRESS SERVICES,0.4341,0.2212,0.7637,REF030,0.2973,shortlist,,20260918T0135-7dd1a33,discover-1
c0016,89,65,64,61,0.8714,,0.0,0.0,0.0112,GRIEVANCE REDRESS SERVICES,0.3854,0.309,0.8791,REF031,0.3519,shortlist,,20260918T0135-7dd1a33,discover-1
c0077,89,84,43,43,0.6143,access_connectivity,0.9439,0.0,0.764,KEY RISKS,0.2206,0.4448,0.749,REF030,0.3882,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0109,89,60,29,26,0.3714,dpi,0.4754,0.0,0.0337,Sectoral and Institutional Context,0.1188,0.3238,0.5979,REF008,0.4416,shortlist,,20260918T0135-7dd1a33,discover-1
c0186,89,57,21,20,0.2857,dpi,0.7461,0.0,0.0562,Sectoral and Institutional Context,0.0922,0.2458,0.641,REF003,0.5691,shortlist,,20260918T0135-7dd1a33,discover-1
c0264,89,75,44,41,0.5857,dpi,1.0,0.0787,0.6067,Institutional and Implementation Arrangements,0.2273,0.3191,0.7541,REF053,0.3936,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0215,88,86,37,34,0.4857,access_connectivity,0.7764,0.0227,0.2386,RESULTS FRAMEWORK AND MONITORING,0.2095,0.3228,0.8269,REF036,0.4724,shortlist,,20260918T0135-7dd1a33,discover-1
c0294,88,69,43,39,0.5571,dpi,0.7302,0.0227,0.8182,Institutional and Implementation Arrangements,0.1965,0.2821,0.6673,REF030,0.3861,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0299,88,65,31,25,0.3571,drm_ews,0.7123,0.0341,0.4545,Environmental and Social,0.1546,0.3956,0.7283,REF011,0.4497,shortlist,,20260918T0135-7dd1a33,discover-1
c0127,87,66,12,13,0.1857,dpi,0.7654,0.046,0.1264,Sectoral and Institutional Context,0.0555,0.3216,0.6757,REF084,0.5192,shortlist,,20260918T0135-7dd1a33,discover-1
c0189,87,69,37,34,0.4857,drm_ews,0.8187,0.0115,0.0345,Sectoral and Institutional Context,0.1838,0.354,0.7254,REF054,0.6183,shortlist,,20260918T0135-7dd1a33,discover-1
c0391,87,75,41,31,0.4429,access_connectivity,0.596,0.046,0.4598,Project Development Objective,0.2098,0.23,0.7473,REF087,0.4617,shortlist,,20260918T0135-7dd1a33,discover-1
c0142,86,84,49,41,0.5857,access_connectivity,0.7293,0.0,0.2093,Project Components,0.2168,0.3723,0.646,REF030,0.3631,shortlist,,20260918T0135-7dd1a33,discover-1
c0217,86,86,39,35,0.5,dpi,0.8696,0.1395,0.093,Project Components,0.2163,0.2711,0.8097,REF006,0.3516,shortlist,,20260918T0135-7dd1a33,discover-1
c0040,85,85,33,27,0.3857,access_connectivity,0.7685,0.0118,0.2941,DETAILED CHANGE(S),0.1717,0.2883,0.7595,REF036,0.3352,shortlist,,20260918T0135-7dd1a33,discover-1
c0069,85,71,57,51,0.7286,access_connectivity,0.865,0.0471,0.9529,KEY RISKS,0.3173,0.405,0.8128,REF085,0.4291,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0149,85,84,46,45,0.6429,access_connectivity,0.8145,0.0,0.1647,Sectoral and Institutional Context,0.2189,0.357,0.6949,REF027,0.2883,shortlist,,20260918T0135-7dd1a33,discover-1
c0339,84,71,47,44,0.6286,cybersecurity,0.0,0.2738,1.0,Implementation Arrangements and Support Plan,0.2585,0.2256,0.8031,REF045,0.4706,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0093,83,79,46,36,0.5143,access_connectivity,0.8392,0.0,0.5422,Results Monitoring and Evaluation Arrangements,0.2307,0.2945,0.7321,REF030,0.2619,shortlist,,20260918T0135-7dd1a33,discover-1
c0116,83,81,44,43,0.6143,dpi,0.7482,0.0,0.1928,Project Components,0.2265,0.346,0.7515,REF030,0.4218,shortlist,,20260918T0135-7dd1a33,discover-1
c0195,83,79,45,45,0.6429,access_connectivity,0.8228,0.0,0.1807,Project Components,0.218,0.285,0.7071,REF006,0.3272,shortlist,,20260918T0135-7dd1a33,discover-1
c0257,83,71,47,42,0.6,access_connectivity,0.6696,0.0964,0.5301,DETAILED CHANGE(S),0.2348,0.3893,0.7295,REF030,0.3994,shortlist,,20260918T0135-7dd1a33,discover-1
c0272,83,78,40,40,0.5714,drm_ews,0.6707,0.0,0.0361,Project Components,0.1912,0.6102,0.6977,REF016,0.6554,shortlist,,20260918T0135-7dd1a33,discover-1
c0280,83,69,48,43,0.6143,access_connectivity,0.0,0.2169,0.9639,Implementation Arrangements and Support Plan,0.2532,0.2394,0.7702,REF031,0.3469,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0381,83,81,40,39,0.5571,access_connectivity,0.5977,0.0,0.1446,"Technical, Economic and Financial Analysis",0.2021,0.2683,0.7375,REF061,0.6275,shortlist,,20260918T0135-7dd1a33,discover-1
c0028,82,82,7,7,0.1,access_connectivity,0.76,0.0,0.0122,Detailed Project Description,0.0432,0.2562,0.9001,REF086,0.2683,shortlist,,20260918T0135-7dd1a33,discover-1
c0146,82,79,44,46,0.6571,access_connectivity,0.7983,0.0122,0.1951,Project Components,0.1857,0.3994,0.6163,REF030,0.3761,shortlist,,20260918T0135-7dd1a33,discover-1
c0205,82,69,48,45,0.6429,access_connectivity,0.8669,0.0122,0.3415,Environmental and Social,0.2327,0.2927,0.7078,REF045,0.3933,shortlist,,20260918T0135-7dd1a33,discover-1
c0269,82,51,20,22,0.3143,data_hosting,0.5991,0.061,0.0732,Project Components,0.0973,0.4103,0.7104,REF036,0.6437,shortlist,,20260918T0135-7dd1a33,discover-1
c0286,82,72,34,31,0.4429,access_connectivity,0.0,0.1707,0.9756,Implementation Arrangements and Support Plan,0.1759,0.2477,0.7555,REF085,0.3607,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0250,81,77,41,41,0.5857,access_connectivity,0.7788,0.5556,0.037,Relevance to Higher Level Objectives,0.208,0.3079,0.7408,REF005,0.3744,shortlist,,20260918T0135-7dd1a33,discover-1
c0317,81,63,41,38,0.5429,,0.0,0.1975,0.9753,Implementation Arrangements and Support Plan,0.2018,0.2659,0.7186,REF005,0.442,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0138,80,80,44,42,0.6,dpi,0.7852,0.0,0.1125,Project Components,0.2727,0.2832,0.9049,REF030,0.3372,shortlist,,20260918T0135-7dd1a33,discover-1
c0197,80,79,48,39,0.5571,dpi,0.809,0.1875,0.1625,Project Components,0.2394,0.3024,0.7283,REF046,0.4475,shortlist,,20260918T0135-7dd1a33,discover-1
c0219,80,77,41,34,0.4857,access_connectivity,0.9697,0.0,0.7875,Fiduciary,0.2157,0.2883,0.768,REF062,0.2694,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0073,79,66,51,51,0.7286,dpi,0.0,0.0127,0.9367,KEY RISKS,0.2858,0.3342,0.8183,REF030,0.4067,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0108,79,75,46,44,0.6286,dpi,0.7494,0.0,0.1266,Project Components,0.2213,0.4349,0.7023,REF069,0.4376,shortlist,,20260918T0135-7dd1a33,discover-1
c0159,79,79,42,38,0.5429,dpi,0.9113,0.0,0.3544,Project Components,0.2066,0.3315,0.7183,REF061,0.2654,shortlist,,20260918T0135-7dd1a33,discover-1
c0225,79,72,48,45,0.6429,dpi,0.7219,0.0,0.1646,Project Components,0.2238,0.353,0.6808,REF062,0.5788,shortlist,,20260918T0135-7dd1a33,discover-1
c0407,79,70,33,30,0.4286,access_connectivity,0.4663,0.2532,0.1139,Project Components,0.1575,0.2938,0.6968,REF045,0.544,shortlist,,20260918T0135-7dd1a33,discover-1
c0122,78,73,52,44,0.6286,access_connectivity,0.8707,0.0,0.2308,Sectoral and Institutional Context,0.2298,0.4449,0.6452,REF086,0.3199,shortlist,,20260918T0135-7dd1a33,discover-1
c0202,78,59,39,32,0.4571,access_connectivity,0.9183,0.3718,0.2949,Environmental and Social,0.1944,0.2816,0.7278,REF021,0.446,shortlist,,20260918T0135-7dd1a33,discover-1
c0335,78,73,53,48,0.6857,,0.0,0.359,1.0,Implementation Arrangements and Support Plan,0.3037,0.1843,0.8367,REF085,0.3001,junk,junk_section_share>=0.6,20260918T0135-7dd1a33,discover-1
c0376,78,56,31,27,0.3857,access_connectivity,0.4647,0.0,0.0897,Project Components,0.1503,0.3125,0.7081,REF043,0.6056,shortlist,,20260918T0135-7dd1a33,discover-1
c0002,77,77,41,39,0.5571,access_connectivity,0.8442,0.0,0.1558,Project Components,0.2689,0.1788,0.9575,REF027,0.1673,shortlist,,20260918T0135-7dd1a33,discover-1
c0204,77,74,46,38,0.5429,dpi,0.9025,0.013,0.3636,Project Components,0.2263,0.3538,0.7182,REF030,0.4012,shortlist,,20260918T0135-7dd1a33,discover-1
c0367,77,59,40,39,0.5571,dpi,0.907,0.0,0.039,Sectoral and Institutional Context,0.1829,0.2647,0.6677,REF089,0.2783,shortlist,,20260918T0135-7dd1a33,discover-1
c0008,76,76,63,59,0.8429,drm_ews,0.9155,0.0,0.0658,GRIEVANCE REDRESS SERVICES,0.4082,0.232,0.946,REF065,0.2493,shortlist,,20260918T0135-7dd1a33,discover-1
c0039,76,73,33,26,0.3714,dpi,1.0,0.0,0.0789,DETAILED CHANGE(S),0.1574,0.2761,0.6964,REF005,0.3292,shortlist,,20260918T0135-7dd1a33,discover-1
