clause_id,paragraph_id,doc_id,block,section,section_path,char_start,char_end,text_sha256,split_rule,norm_hash,drop_reason
31167658:p00120:c01:split-1,31167658:p00120,31167658,narrative,Sectoral and Institutional Context,I.B,20974,21009,bbb09a2732de2f8ac16164e5bfaa73f4004852650a902e36bc30d679e1d84a8f,sentence,,heading
31167658:p00164:c01:split-1,31167658:p00164,31167658,narrative,Sectoral and Institutional Context,I.B,37631,37673,3600d9e4acee31b30019753aad4980313af6d91c015fe07cd5b7a16bc836289b,sentence,,heading
31167658:p00170:c01:split-1,31167658:p00170,31167658,narrative,Sectoral and Institutional Context,I.B,38653,38692,0eccc91bacad0f21079240766ee0deb754a02bf48362474a50a8e3b70791b671,sentence,,heading
31167658:p00173:c01:split-1,31167658:p00173,31167658,narrative,Sectoral and Institutional Context,I.B,40186,40244,9765a8122d83d6a749e9b9bce70890353c2460d9b88a188dfe48e7c7ec4b3823,sentence,,heading
31167658:p00177:c01:split-1,31167658:p00177,31167658,narrative,Sectoral and Institutional Context,I.B,40288,40324,eaec333d8098fff1893bc76af52a308eb5b7b222fee4334b64f053e5d903351d,sentence,,heading
31167658:p00195:c10:split-1,31167658:p00195,31167658,narrative,Relevance to Higher Level Objectives,I.C,48357,48394,5cb66e029f948498b3c762f83055037f90941048f7f5fab8f589bfac9e4a5942,semicolon,,duplicate
31167658:p00203:c12:split-1,31167658:p00203,31167658,narrative,Relevance to Higher Level Objectives,I.C,55155,55158,6201111b83a0cb5b0922cb37cc442b9a40e24e3b1ce100a4bb204f4c63fd2ac0,semicolon,,duplicate
31167658:p00213:c01:split-1,31167658:p00213,31167658,narrative,Project Development Objective,II.A,56523,56559,cdee0873a611cfb911be75477b536ced168442a7d1d3a7a9c236dfb46cac96f9,sentence,,heading
31167658:p00214:c01:split-1,31167658:p00214,31167658,narrative,Project Development Objective,II.A,56562,56651,9a81a0751e673bc31dafa501592f892abcc8a4a436a9ecbfa004244875275645,sentence,,heading
31167658:p00218:c02:split-1,31167658:p00218,31167658,narrative,Project Development Objective,II.A,56974,57000,0dca64b1aed35aaa7e6e12d834aad8beda9c9d5dcfdcd17b1aec68c66a504108,relative,,duplicate
31167658:p00219:c03:split-1,31167658:p00219,31167658,narrative,Project Development Objective,II.A,57077,57103,0dca64b1aed35aaa7e6e12d834aad8beda9c9d5dcfdcd17b1aec68c66a504108,relative,,duplicate
31167658:p00226:c06:split-1,31167658:p00226,31167658,narrative,Project Components,II.B,58592,58595,6201111b83a0cb5b0922cb37cc442b9a40e24e3b1ce100a4bb204f4c63fd2ac0,semicolon,,duplicate
31167658:p00227:c01:split-1,31167658:p00227,31167658,narrative,Project Components,II.B,58599,58696,c4c2ff9f8bc58a8cadb175b10d1e5fe0d7fc80aa8ba592bb68f3f9f9b46b4049,sentence,,heading
31167658:p00229:c02:split-1,31167658:p00229,31167658,narrative,Project Components,II.B,58869,58886,1ac83e4d325c4eb646c10aeec715e9c72902c2b2717bc754a7b0dca1b614bb36,relative,,duplicate
31167658:p00236:c06:split-1,31167658:p00236,31167658,narrative,Project Components,II.B,63060,63106,1f8aa46554858b9f902d0a0276f41ad8d5e55f7bb5c27d8154637ed2ea1fa75d,verb_subtree,,duplicate
31167658:p00242:c12:split-1,31167658:p00242,31167658,narrative,Project Components,II.B,70374,70397,f717b7f9b5c52a849f9186466dffc65ad10f421b6f849d7b458c8774f8776898,verb_subtree,,duplicate
31167658:p00243:c03:split-1,31167658:p00243,31167658,narrative,Project Components,II.B,70678,70701,f717b7f9b5c52a849f9186466dffc65ad10f421b6f849d7b458c8774f8776898,verb_subtree,,duplicate
31167658:p00246:c08:split-1,31167658:p00246,31167658,narrative,Project Components,II.B,73824,73833,aeeb081edf983cb8127c1481545cff49cebfff19cdd49376163fe84aca83a03c,relative,,duplicate
31167658:p00249:c10:split-1,31167658:p00249,31167658,narrative,Project Components,II.B,75465,75475,01405816751bdd035c9b0456f8efb33007e4090c7076840c638db391cd63be26,verb_subtree,,duplicate
31167658:p00256:c01:split-1,31167658:p00256,31167658,narrative,Project Components,II.B,79323,79378,8e523b3713ab59255073aa9fa0eb98316e8cf5c214f148e319bb6cc0eb18717b,sentence,,heading
31167658:p00257:c05:split-1,31167658:p00257,31167658,narrative,Project Components,II.B,79546,79548,5d7f49449ab22deac22d767b89549c554134c8e47de4d38e748049875c83503b,semicolon,,duplicate
31167658:p00259:c03:split-1,31167658:p00259,31167658,narrative,Project Components,II.B,82382,82389,faba37be9a5a99c9da430fb0d4820a7ecb2783a358ee39b05909b87198edd5e6,verb_subtree,,duplicate
31167658:p00260:c01:split-1,31167658:p00260,31167658,narrative,Project Components,II.B,83737,83796,cc09a5f2c413fd19d2e46a467b0b17ef29774e2965f54b54bf992c50f510adc1,sentence,,heading
31167658:p00262:c01:split-1,31167658:p00262,31167658,narrative,Project Components,II.B,84200,84226,bc8a6f914eb0658277688f99e9bf0fdd4fa9d6d39a1845ea828d5f32b9879af6,sentence,,heading
31167658:p00279:c01:split-1,31167658:p00279,31167658,narrative,Project Beneficiaries,II.C,89129,89155,0f8f67e05efa1f3d5f61d310b288f8ca78ae876e0ab6573abfdf3413b508c482,sentence,,heading
31167658:p00280:c02:split-1,31167658:p00280,31167658,narrative,Project Beneficiaries,II.C,89240,89257,1ac83e4d325c4eb646c10aeec715e9c72902c2b2717bc754a7b0dca1b614bb36,relative,,duplicate
31167658:p00284:c01:split-1,31167658:p00284,31167658,narrative,Project Beneficiaries,II.C,90035,90078,5af770f838636f47b6f7da12740c6932c5a6a969cbd5de01a63e95486071ddd8,sentence,,heading
31167658:p00289:c01:split-1,31167658:p00289,31167658,narrative,Project Beneficiaries,II.C,90626,90708,f1cf65768ea2e8a8e73abd9a34c392bb25469503af4e18e873604647e8824b0f,sentence,,heading
31167658:p00290:c03:split-1,31167658:p00290,31167658,narrative,Project Beneficiaries,II.C,91008,91015,faba37be9a5a99c9da430fb0d4820a7ecb2783a358ee39b05909b87198edd5e6,verb_subtree,,duplicate
31167658:p00294:c01:split-1,31167658:p00294,31167658,narrative,Project Beneficiaries,II.C,91647,91679,887b9fccaa75361b2dfeedc7243592944c08e55203fa218561a93340a9598d79,sentence,,duplicate
31167658:p00302:c07:split-1,31167658:p00302,31167658,narrative,Project Beneficiaries,II.C,95546,95549,6201111b83a0cb5b0922cb37cc442b9a40e24e3b1ce100a4bb204f4c63fd2ac0,subord_conj,,duplicate
31167658:p00329:c03:split-1,31167658:p00329,31167658,narrative,Sustainability,III.C,111447,111451,f839161355091fcd9e33f571e0b11c60217a5009f9973e769c13d7858db162cc,verb_subtree,,duplicate
31167658:p00337:c26:split-1,31167658:p00337,31167658,narrative,"Technical, Economic and Financial Analysis",IV.A,118054,118071,341874ab05791d23871fea82361e4b5f4b0a8f559a2456ef960f04c091c07ff0,relative,,duplicate
31167658:p00343:c03:split-1,31167658:p00343,31167658,narrative,"Technical, Economic and Financial Analysis",IV.A,122737,122761,cd6959639649b153154942724f1e031b5ee8f6f9bee6fe0d73f22bc6c2d576e8,semicolon,,duplicate
31167658:p00355:c12:split-1,31167658:p00355,31167658,narrative,Fiduciary,IV.B,130957,130960,6201111b83a0cb5b0922cb37cc442b9a40e24e3b1ce100a4bb204f4c63fd2ac0,semicolon,,duplicate
31167658:p00369:c01:split-1,31167658:p00369,31167658,narrative,Safeguards,IV.C,137651,137667,ec162335abb754cec2018efde3676e8ec327e523d7abb53a4d5bf5f8bd58909e,sentence,,duplicate
31167658:p00369:c07:split-1,31167658:p00369,31167658,narrative,Safeguards,IV.C,137948,137969,02cfe4feaa3d870a1a9d8b41f621a40542d01918c089a715327aed8387d3b247,coord_conj,,duplicate
31167658:p00379:c01:split-1,31167658:p00379,31167658,narrative,Safeguards,IV.C,145077,145113,ce4b8782fc97feddc1eeea808a1c06a3d06c6a5049f915661353d4e9d5d9ffa8,sentence,,heading
31167658:p00380:c15:split-1,31167658:p00380,31167658,narrative,Safeguards,IV.C,146098,146116,3498e95f56d4bae56a5bfcd38f376e3672bfa45bdff3c0d20326910fad70c7bd,sentence,,duplicate
31167658:p00384:c05:split-1,31167658:p00384,31167658,narrative,KEY RISKS,V,148301,148395,af3deb7a4e9e58044d3ff95bbec8ac8ee6204cba556c0eb21fcc5a787798fa9e,subord_conj,,duplicate
31167658:p00384:c06:split-1,31167658:p00384,31167658,narrative,KEY RISKS,V,148396,148461,b2c35690e54118aed5811613f5db4420eeb558b6a017a1e17fcfc55177335d0f,verb_subtree,,duplicate
31167658:p00384:c07:split-1,31167658:p00384,31167658,narrative,KEY RISKS,V,148463,148606,7a66ff35e762e4632c274af941ba633b49a255bdd5d74c54f818be53616b9927,sentence,,duplicate
31167658:p00385:c14:split-1,31167658:p00385,31167658,narrative,KEY RISKS,V,149937,149960,f717b7f9b5c52a849f9186466dffc65ad10f421b6f849d7b458c8774f8776898,verb_subtree,,duplicate
31167658:p00392:c01:split-1,31167658:p00392,31167658,narrative,KEY RISKS,V,154687,154772,94f993d7df764551907afa9b764c99616fc3341bff5b2b9e4516ce5c4f09264b,sentence,,heading
31167658:p00395:c02:split-1,31167658:p00395,31167658,narrative,RESULTS FRAMEWORK AND MONITORING,VI,154917,154986,688063f6364d79b69b7420f05ba0c1dcca26943f2e75e32875fcad1ca981938d,sentence,,duplicate
31167658:p00395:c03:split-1,31167658:p00395,31167658,narrative,RESULTS FRAMEWORK AND MONITORING,VI,154987,155027,44b92eb28b8ba3b599ea505d232d35352ebfd2f59e70b93313f179d862532693,coord_conj,,duplicate
31167658:p00396:c01:split-1,31167658:p00396,31167658,narrative,RESULTS FRAMEWORK AND MONITORING,VI,155121,155185,9ef6ef461dff9278cbbf0fd921a5c313ccfa6505c406b7372e5ad38e7e420544,sentence,,heading
31167658:p00399:c01:split-1,31167658:p00399,31167658,narrative,RESULTS FRAMEWORK AND MONITORING,VI,155425,155525,ba2fca2e2345442b47403c58841d7c75737589efb7cef8159ea7ca3aa7f173bb,sentence,,heading
31167658:p00412:c01:split-1,31167658:p00412,31167658,narrative,RESULTS FRAMEWORK AND MONITORING,VI,156750,156817,2cdd1fdd9add2d335301db27cc6eccdff85128eb6e53ecf6757b026d258c6604,sentence,,heading
31167658:p00435:c01:split-1,31167658:p00435,31167658,narrative,RESULTS FRAMEWORK AND MONITORING,VI,167114,167156,ca30e0debe794f061a8b35d5224cb637675869901b8d5869cb335bfb9863014c,sentence,,heading
31167658:p00437:c01:split-1,31167658:p00437,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,167213,167280,56d3954442ddf4beb2f330841e8e9d250cd7ac8d27ed7fe0d27bf7c665176855,sentence,,heading
31167658:p00438:c01:split-1,31167658:p00438,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,167282,167335,e149a574bf5269a32fde255fa0a9f212a612ec825a004e28a8183d3f63c0fa3b,sentence,,heading
31167658:p00441:c02:split-1,31167658:p00441,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,168633,168652,3895826705fcba2489f7b2129b9723343a7a971ea5530bc3070951a199a987e3,verb_subtree,,duplicate
31167658:p00441:c03:split-1,31167658:p00441,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,168655,168720,f250b241af867d7a4355959d04c91e9319ced3487f71ff83562e907038f7ae0d,sentence,,duplicate
31167658:p00441:c04:split-1,31167658:p00441,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,168721,168744,962c7618b49537eac32c0560fa9b2c82acb2967c50c7c17cc702c6c83d215fa7,verb_subtree,,duplicate
31167658:p00441:c05:split-1,31167658:p00441,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,168746,168784,fd8c436e654f1839da66c62c998df091ee3c3530a63c82c05221ae3d90358423,sentence,,duplicate
31167658:p00441:c06:split-1,31167658:p00441,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,168786,168816,298cac645736c4b5f43b16d460ac3c923b49b0b15a649a9d3d45d281e73b7e12,coord_conj,,duplicate
31167658:p00441:c07:split-1,31167658:p00441,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,168818,168940,0074741f00b53afffa37c1f05363e060a25a85fe1ffbe2e2ed3e45de58c607ff,sentence,,duplicate
31167658:p00442:c01:split-1,31167658:p00442,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169125,169176,930c1a1d0c60666fa0f408b55d16d139d4012bc3173eac391679ca2c6b1e04db,sentence,,heading
31167658:p00443:c02:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169274,169449,0aa4aa52fd01647f2842be7e08c0fd803611867928a6a8b9f510e01e9975457c,sentence,,duplicate
31167658:p00443:c03:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169451,169522,e86493ee4b3c2f7405b47306769ddbc6a15765fd9fe1856b34f26fc7b7f45128,sentence,,duplicate
31167658:p00443:c04:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169523,169547,0156238e12e316d91f3546ed1ef68bac23be76690fbbd2c292b7fbeee56d3112,subord_conj,,duplicate
31167658:p00443:c05:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169548,169575,1d2e01844f99deb1d0ec42b9ddb3952db91105ae921056d92037446ba52f8aa6,verb_subtree,,duplicate
31167658:p00443:c06:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169576,169600,16a316488ee0d42669c3a31c4f7cc84a379d8b00ad96162d5685d127e194d86b,verb_subtree,,duplicate
31167658:p00443:c07:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169602,169714,e240cc20db8de62676bde6bd2e8488ae5994434bc9695860f6b408cf40ffa513,sentence,,duplicate
31167658:p00443:c08:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169717,169765,92416c8585ae4f5a2e9555207f8b5c0995142f3113f562af70edde5407b39515,semicolon,,duplicate
31167658:p00443:c10:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,169893,170014,a99ccbb1be7b31bc8716085aff5e2e1c3a734e92445b9eb1a555e808de85e886,sentence,,duplicate
31167658:p00443:c11:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170015,170053,63101e2d559a53ef792bf4c817368db6c612a15c34766edb06ae267de0847e8c,relative,,duplicate
31167658:p00443:c12:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170054,170103,3c0c1376e7059e40f0430c33054182dafb311c0258b2417b83488d9b93508291,coord_conj,,duplicate
31167658:p00443:c13:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170105,170187,8df829a75f558ba579596d844f1deadc5e4da3f615cd044c0f4d709578fb1659,sentence,,duplicate
31167658:p00443:c14:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170188,170205,884453ce0e31908fbdec63bbb77a681dd695527c2cb5538c9c5aa61e85f1c347,verb_subtree,,duplicate
31167658:p00443:c15:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170206,170232,b4ca0fc806c87e376dc165ab635cddbdcc67982ea58293fd7c01e39e90b8dfab,verb_subtree,,duplicate
31167658:p00443:c16:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170235,170286,a68e0acca7e05ca287145c6a3413e0509705c3bf85a202c3a689f178979536e7,subord_conj,,duplicate
31167658:p00443:c17:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170287,170452,8f70dd8991443e3a7eb0b0403a3a2a1b06b2d2cb0189d27de4850e7c03487733,relative,,duplicate
31167658:p00443:c18:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170455,170517,c76b9ee1cfad7ea89c6be71155275e406f0ed837b7645baff871def74456a863,semicolon,,duplicate
31167658:p00443:c19:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170520,170713,f45862899387e9fbb2d112c5fbc8e9e0dfd005fa9a17f74d0c4d0563101e5007,semicolon,,duplicate
31167658:p00443:c20:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170716,170847,6111b00f8869ed378e4c5b79adef78dded2cb31e509112a63e0c1bd6eac68587,semicolon,,duplicate
31167658:p00443:c21:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170850,170948,18947e30a17c7611c075f5523e9be19678491bbbb8dce2d6473519b8204fd059,semicolon,,duplicate
31167658:p00443:c22:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170950,170983,bbb660d90beea43a40e43027717d51ee7a1bc20211c37505787592594b01a670,semicolon,,duplicate
31167658:p00443:c23:split-1,31167658:p00443,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,170984,171105,c2d8b8bcbf6fbf8c69b700ae1bbc05caf6c2066f3753d44b44daad72dac3af63,relative,,duplicate
31167658:p00454:c01:split-1,31167658:p00454,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,176738,176776,e2b077614a0e8ab8eea9c4f98681374c188988e690ee4108798e7b174e19ad53,sentence,,heading
31167658:p00455:c01:split-1,31167658:p00455,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,176781,176837,79b7b67ad138b738df3893a992cdbb2acad7e34767c94cc45bba1a7625a3d91b,sentence,,heading
31167658:p00456:c01:split-1,31167658:p00456,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,176842,176912,3de29603d7f177146f8547d8d69678214cadc4b7f2c28869aab81dbc27c5213f,sentence,,heading
31167658:p00459:c01:split-1,31167658:p00459,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,178053,178097,2de35f5a31b1add31a91aef2f3dc22f00c6af0980aba22c283a535adccadeb2e,sentence,,heading
31167658:p00469:c01:split-1,31167658:p00469,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,182578,182630,7b830c22065b062e73204e4cceab7f07dfe00277500accd54190da3aae8e729e,sentence,,heading
31167658:p00470:c02:split-1,31167658:p00470,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,182809,182824,1ec78bade6f18083835151ab992a838e8d8e8f86fefb8e093e185abf78aa2bfc,verb_subtree,,duplicate
31167658:p00470:c04:split-1,31167658:p00470,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,182885,182965,467211479d4a96fa44643650f6faeb0fd0e96aa06a298c8735f22fe5cb50272e,coord_conj,,duplicate
31167658:p00470:c05:split-1,31167658:p00470,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,182966,183015,ed319c11f0922234be92ffd50b8ec03561d65b30cca3b1239f1c16a227ad5d6e,verb_subtree,,duplicate
31167658:p00470:c07:split-1,31167658:p00470,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,183055,183092,554e37c6d8aa1aaca6570ee307e59c77852addd24f240f33e4fa15db43b6021a,verb_subtree,,duplicate
31167658:p00471:c01:split-1,31167658:p00471,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,183099,183102,a52ace420f2175d08b1577a1bea5445e36801229c074ef9ed6c55a73401fd9c2,sentence,,duplicate
31167658:p00471:c02:split-1,31167658:p00471,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,183103,183303,2aa98dba6cf651939c461a73ae30594fc3d4a312c102f036afe64ab64ada7fb1,verb_subtree,,duplicate
31167658:p00471:c03:split-1,31167658:p00471,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,183304,183408,b81421edbc80a68dadc559f36f54c22147fe2b2ef6ea7a326d16e202f2a30a24,verb_subtree,,duplicate
31167658:p00475:c01:split-1,31167658:p00475,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,184805,184848,50d00138f3a53deb4f25a84565095a3ac3f997d81925cc0774445828296b134e,sentence,,duplicate
31167658:p00477:c03:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,185942,185957,8c7ce56699aa114316b65e0c52128ee3005f989bf4aa9ef6f1574159a5361095,relative,,duplicate
31167658:p00477:c04:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,185958,186070,2f0c6507a4f721ce7f17cf0fbd0269b5ccf32a88066c9cc30990a9c226c44cdd,relative,,duplicate
31167658:p00477:c05:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186071,186103,824966a09ec781a46618862d3be1cfe0f2f719a5752e329c28a3c941400160b6,coord_conj,,duplicate
31167658:p00477:c06:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186106,186179,2121df3e25ad2b044ce58ccd274e07e0c7b0536b030243359ca4c76b4b34302e,sentence,,duplicate
31167658:p00477:c07:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186180,186224,23cfe52f32fcf69d7ebb1d5f09641f56d02c3c41d02dd93776a324da92463117,verb_subtree,,duplicate
31167658:p00477:c08:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186226,186281,b7469c44208ccc277894c65a756a46e076fe1844ffb3c708ba11a9710c220cef,sentence,,duplicate
31167658:p00477:c09:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186283,186309,bab70e648793e0c60b07339d350b0f8e0277c9714960e2f4c9433ec19c6eb4c8,semicolon,,duplicate
31167658:p00477:c10:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186311,186411,2a1983d4e63f428f28f2a0b33bb272c228bfd69883161301c90bf2e2bbacc46d,semicolon,,duplicate
31167658:p00477:c11:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186413,186634,48f2128395f25c36dd4e877ed24c80b9979a08506c7bdda2101633f8c38faae0,sentence,,duplicate
31167658:p00477:c12:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186636,186648,7010b9617892670772db4cab267158ba7d18960048baa1f5c31c373cb1a43bd8,sentence,,duplicate
31167658:p00477:c14:split-1,31167658:p00477,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,186722,186756,005e75c4ae78a38f4aa539111639f4111d253b6767acc71aec99d8d792e213bd,verb_subtree,,duplicate
31167658:p00486:c21:split-1,31167658:p00486,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,190974,190977,6201111b83a0cb5b0922cb37cc442b9a40e24e3b1ce100a4bb204f4c63fd2ac0,coord_conj,,duplicate
31167658:p00497:c01:split-1,31167658:p00497,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,194808,194873,83ab12234fda430400d730ade9c63f8feebfefe062b5b547f58262fa6815cbc9,sentence,,heading
31167658:p00498:c01:split-1,31167658:p00498,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,194876,194940,27c272c09985701e38472587b8439f6745756c8138d6a1b3c43f6140b75215e8,sentence,,heading
31167658:p00507:c02:split-1,31167658:p00507,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,196738,196800,805ef88b43e1718e9131bcea80d3d7366dc7751c043b576dddf072c7d6a449c6,sentence,,duplicate
31167658:p00509:c02:split-1,31167658:p00509,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,198046,198052,c0cea2dd285281f7893d49fb1f28644d36777194b1c4655dbeb3b49944daa04f,verb_subtree,,duplicate
31167658:p00510:c05:split-1,31167658:p00510,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,199344,199436,7b3528dfec50b51dd51c748dcd87ccdeed85e471010a61a4d222a88b556f0e53,verb_subtree,,duplicate
31167658:p00510:c07:split-1,31167658:p00510,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,199507,199569,805ef88b43e1718e9131bcea80d3d7366dc7751c043b576dddf072c7d6a449c6,sentence,,duplicate
31167658:p00510:c08:split-1,31167658:p00510,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,199571,199675,efb5d8f7aab0d5775e7c2e361caf8308f5fd0d6d205cedadf77092a0b7638223,verb_subtree,,duplicate
31167658:p00510:c09:split-1,31167658:p00510,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,199677,199746,729eba609eb9aac19b49de14480e6a08e50b60432e2282303c6b8b7a77d65671,coord_conj,,duplicate
31167658:p00510:c12:split-1,31167658:p00510,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,199894,199942,7b602e888b17935f1b4824f5d9f0f44ca9ec2c94930ad5ef0ce87fd38200614d,sentence,,duplicate
31167658:p00510:c13:split-1,31167658:p00510,31167658,annex,Implementation Arrangements and Support Plan,ANNEX 1,199943,200054,d6b497f032f99bc460f36d28188f3b79de8f633630ee13c407c24cb09c066523,coord_conj,,duplicate
31167658:p00521:c01:split-1,31167658:p00521,31167658,annex,Detailed Project Description,ANNEX 2,204133,204200,6e9dadd8f18494fd57fe49d73855458239dd673e009c2f0b96bfd220ad33f677,sentence,,heading
31167658:p00522:c01:split-1,31167658:p00522,31167658,annex,Detailed Project Description,ANNEX 2,204205,204254,7f21e3edd25170549f4bf78059e827698e273e537cb1b675fc1a30f75d248889,sentence,,heading
31167658:p00524:c01:split-1,31167658:p00524,31167658,annex,Detailed Project Description,ANNEX 2,204312,204376,90d5c5dde1ab665e1caeaec4b3966fe6a0fd5bbd21ad00c7b35ced91d2bc15fc,sentence,,heading
31167658:p00525:c01:split-1,31167658:p00525,31167658,annex,Detailed Project Description,ANNEX 2,204381,204423,ae5ee36fee9037c26e56f8c935e65bd5619794214d78e489f693b6f539f962e1,sentence,,heading
31167658:p00528:c02:split-1,31167658:p00528,31167658,annex,Detailed Project Description,ANNEX 2,204578,204581,6201111b83a0cb5b0922cb37cc442b9a40e24e3b1ce100a4bb204f4c63fd2ac0,semicolon,,duplicate
31167658:p00529:c01:split-1,31167658:p00529,31167658,annex,Detailed Project Description,ANNEX 2,204585,204630,4b89c3ef43936c04cd81a197ca968bad5bac095162513675317eaeced7bcc4ee,sentence,,heading
31167658:p00532:c15:split-1,31167658:p00532,31167658,annex,Detailed Project Description,ANNEX 2,206682,206737,07e97bee2e9e10a4319976dfc91acd15c69a054ffff98ed533cef07ae2d6f8ba,verb_subtree,,duplicate
31167658:p00533:c02:split-1,31167658:p00533,31167658,annex,Detailed Project Description,ANNEX 2,206918,206952,b1dfba347d4601459632f47b3dc1d4892db9b3517974714389a4d9081c7580ea,subord_conj,,duplicate
31167658:p00533:c03:split-1,31167658:p00533,31167658,annex,Detailed Project Description,ANNEX 2,206954,207015,53f5aa42639ba8de0538838fc664db302d97ff5b23ee7ab1c198e6544615140f,relative,,duplicate
31167658:p00540:c04:split-1,31167658:p00540,31167658,annex,Detailed Project Description,ANNEX 2,211164,211252,ded20b062e0d1c197bde8e7977ccce89496fec22bcdd6876dfb7c2c32c638783,coord_conj,,duplicate
31167658:p00543:c02:split-1,31167658:p00543,31167658,annex,Detailed Project Description,ANNEX 2,213101,213121,dc05774f2e8f35f1af4660fee2e4e8da702123ac8fac48524bd6382ef8a3ed8b,sentence,,duplicate
31167658:p00544:c02:split-1,31167658:p00544,31167658,annex,Detailed Project Description,ANNEX 2,213416,213436,dc05774f2e8f35f1af4660fee2e4e8da702123ac8fac48524bd6382ef8a3ed8b,sentence,,duplicate
31167658:p00545:c02:split-1,31167658:p00545,31167658,annex,Detailed Project Description,ANNEX 2,214279,214299,dc05774f2e8f35f1af4660fee2e4e8da702123ac8fac48524bd6382ef8a3ed8b,sentence,,duplicate
